ID,CLASS,QUESTION,LEMMA,ANSWER,TAGSET
140,이중전공,이중전공 경영으로 바꾸신분들다들 몇학년 몇학기에 하셨나요 ㅜㅜ?4학년에 바꾸는건 너무 힘들까요..?,이중전공 경영 으로 바꾸 시 ㄴ 분 들 다 들 몇 학년 몇 학기 에 하 시 었 나요 ㅜㅜ ? 4 학년 에 바꾸 는 거 ㄴ 너무 힘들 ㄹ까요 ..?,,
141,이중전공,편입생 이중전공 관련해서 질문드립니다!제가 이번년도에 글캠 경상대로 편입해서 전공 54점 + 자선 10점 들으면 졸업 요건이 충족됩니다. 하지만 전적대에서 수강 했던 과목 중 전공이 20학점 인정이 되어서 전공 34학점 + 자선 30점을 들어도 된다고 하네요자선 30점 들을 바에 차라리 이중전공 신청해서 2중전공 42점을 듣고 졸업하고 싶은데 이중전공 신청하면 붙기 많이 힘든가요? 서울캠 국제학부 or 글캠 통계 생각하구 있습니다!,편입 생 이중전공 관련 하 어서 질문 드리 ㅂ니다 ! 제 가 이번 년도 에 글 캠 경상대로 편입 하 어서 전공 54 점 + 자선 10 점 듣 으면 졸업 요건 이 충족 되 ㅂ니다 . 하지만 저 ㄴ 적대 에서 수강 하 었 던 과목 중 전공 이 20 학점 인정 이 되 어서 전공 34 학점 + 자선 30 점 을 들 어도 되 ㄴ다고 하 네요 자선 30 점 듣 을 바 에 차라리 이중전공 신청 하 어서 2 중 전공 42 점 을 듣 고 졸업 하 고 싶 은 데 이중전공 신청 하 면 붙 기 많이 힘들 ㄴ가요 ? 서울 캠 국제 학부 or 글 캐 ㅁ 통계 생각 하 구 있 습니다 !,,
142,이중전공,작년 1학년 말에 이중전공 정해놓고 이제 곧 군대 가는데 전역하면서 이중전공 바꿀 수 있나요? 이중전공 바꾸는 것도 변경하는 사람끼리만 경쟁하고 그런건가요?,작년 1 학년 말 에 이중전공 정하 어 놓 고 이제 곧 군대 가 는데 전역 하 면서 이중전공 바꾸 ㄹ 수 있 나요 ? 이중전공 바꾸 는 것 도 변경 하 는 사람 끼리 만 경쟁 하 고 그런 거 이 ㄴ가요 ?,,
143,이중전공,이중전공 언제 신청하는거야??,이중전공 언제 신청 하 는 거 이 야 ??,,
144,이중전공,이중전공 몇지망까지 쓰는거에요??,이중전공 몇 지망 까지 쓰 는 거 이 에요 ??,,
145,이중전공,서울 국제통상 이중전공하고싶은데 시험봐서 뽑나요??,서울 국제 통상 이중전공 하 고 싶 은데 시험 보 어서 뽑 나요 ??,,
146,이중전공,"글캠 국제지역대학 과 전공하는데 2학년때 LD학부나 LT학부, 국제학부로 설캠 이중전공 꼭하고 싶은데 성적은 어느정도 받아야하나요?? 성적말고도 다른 영어 실력이나 이러한 것과 관련하여  팁 부탁합니다!!","글 캐 ㅁ 국제 지역 대학 과 전공 하 는 데 2 학년 때 LD 학부 나 LT 학부 , 국제 학부 로 서 ㄹ 캠 이중전공 꼭 하 고 싶 은데 성적 은 어느 정도 받 어야 하 나요 ?? 성적 말 고 도 다른 영어 실력 이나 이러 하 ㄴ 것 과 관련 하 어 팁 부탁 하 ㅂ니다 !!",,
147,이중전공,이중전공 통계 vs 경영(1전공 통대),이중전공 통계 vs 경영 ( 1 전공 통 대 ),,
148,이중전공,이중전공 듣다가 취소하면그 이중학점은 그대로 안고가는거야??버리고 갈 순 없어??,이중전공 듣 다가 취소 하 면 그 이중 학점 은 그대로 안고 가 는 거 이 야 ?? 버리 고 가 ㄹ 수 ㄴ 없 어 ??,,
149,이중전공,편입생은 이중전공 신청 언제하나요? 3학년2학기에 바로신청 가능한가요?,편입 생 은 이중전공 신청 언제 하 나요 ? 3 학년 2 학기 에 바로 신청 가능 하 ㄴ가요 ?,,
150,이중전공,"편입생 이중전공 관해서 아시는 잘생기고이쁜 선배님들ㅠ통대아니면 졸업기준이 기본70학점채워지는거에전공54+자선10학점해서 134학점 채우고 졸업인데이중전공이나 부전공하면 자선10학점 안채워도 되는건가요아니면 이중전공(42), 부전공(21)학점 따로 채우고 거기에자선10학점을 더채워야 하는건가요??","편입 생 이중전공 관해 서 아시 는 잘생기 고 이쁘 ㄴ 선배 님 들 ㅠ 통대 아니 면 졸업 기준 이 기본 70 학점 채우 어 지 는 거 에 전공 54 + 자선 10 학점 하 어서 134 학점 채우 고 졸업 이 ㄴ데 이중 전공 이나 부전공 하 면 자선 10 학점 안 채우 어도 되 는 거 이 ㄴ가요 아니면 이중전공 ( 42 ) , 부전공 ( 21 ) 학점 따로 채우 고 거기 에 자선 10 학점 을 더 채우 어야 하 는 거 이 ㄴ가요 ??",,
151,이중전공,1학년 2학기 마치고 이중전공 신청했다가 떨어지면 다음 학기부터 계속 다시 신청하는 건가요?,1 학년 2 학기 마치 고 이중전공 신청 하 었 다가 떨어지 면 다음 학기 부터 계속 다시 신청 하 는 거 이 ㄴ가요 ?,,
152,이중전공,전필이랑 이중전공이랑 시간표겹치면 어떻게해요...?,전필 이랑 이중전공 이랑 시간표 겹치 면 어떻게 하 어요 ...?,,
153,이중전공,글캠공과대인데 설캠으로 언어 이중전공하려면 학점 잘 받아야 가능한가요?,글캠공과대 이 ㄴ데 설캠 으로 언어 이중전공 하 려면 학점 잘 받 어야 가능 하 ㄴ가요 ?,,
154,이중전공,서울에 있는 과 이중전공 하려면 학점 컷 있나요??,서울 에 있 는 과 이중전공 하 려면 학점 컷 있 나요 ??,,
155,이중전공,이중전공은 토익이나 그런 시험도 추가적으로 쳐야하는건데 전과는 그냥 학점만 보고서 들어가나요? 언어에서 경영으로 전과하고 싶은데,이중전공 은 토익 이나 그런 시험 도 추가 적 으로 치 어야 하 는 거 이 ㄴ데 전과 는 그냥 학점 만 보 고서 들어가 나요 ? 언어 에서 경영 으로 전과 하 고 싶 은데,,
156,이중전공,궁금한게 있는데1.다음학기에 이중전공 바꾸려고 하는데 혹시 바꾸게 되면 지금 듣고있는 이중전공 과목들은 이중전공 이수학점에 포함되나요??2.이중전공도 본 전공의  전공필수과목을 모두 들어야 하나요?,궁금 하 ㄴ 게 있 는데 1 . 다음 학기 에 이중전공 바꾸 려고 하 는데 혹시 바꾸 게 되 면 지금 듣 고 있 는 이중전공 과목 들 은 이중전공 이수 학점 에 포함 되 나요 ?? 2 . 이중 전공 도 보 ㄴ 전공 의 전공 필수 과목 을 모두 듣 어야 하 나요 ?,,
157,이중전공,이중전공을 부전으로 내리고 싶은데 ㅠㅠ 기간 끝이죠? 이번학기는 그럼 그냥 이중으로 다녀야 하는 건가요.....ㅠㅠ,이중전공 을 부전 으로 내리 고 싶 은데 ㅠㅠ 기간 끝 이 죠 ? 이번 학기 는 그럼 그냥 이중 으로 다니 어야 하 는 거 이 ㄴ가요 ..... ㅠㅠ,,
158,이중전공,전과랑 이중전공이랑 많이 다른가요?,전과 랑 이중전공 이랑 많이 다르 ㄴ가요 ?,,
159,이중전공,부전공과 이중전공 차이가 무엇인가요?,부전공 과 이중전공 차이 가 무엇 이 ㄴ가요 ?,,
160,이중전공,부전공에서 이중전공으로 어떻게 올릴수 있나여?,부전공 에서 이중전공 으로 어떻 게 올리 ㄹ 수 있 나 여 ?,,
161,이중전공,공대인데 이중전공으로 설캠언어 힘들려나요?,공대 이 ㄴ 데 이중전공 으로 설캠 언어 힘들려 나요 ?,,
162,이중전공,보통 통대는 이중전공 뭘로 하나요?언어 2개는 빡세겠죠..?,보통 통 대는 이중전공 뭐 ㄹ로 하 나요 ? 언어 2 개 는 빡세 겠 죠 ..?,,
163,이중전공,경영학 이중전공생인데 졸업요건 42학점말구  전필같은거 있나요??,경영학 이중전공 생 이 ㄴ데 졸업 요건 42 학점 말 구 저 ㄴ 필 같 은 거 있 나요 ??,,
164,이중전공,융복합소프트웨어 이중전공 (글캠)학점 컷이 보통 어느정도대 인가요?3점대 초중반?,융복 합 소프트웨어 이중전공 ( 글 캠 ) 학점 컷 이 보통 어느 정도 대 이 ㄴ가요 ? 3 점 대 초 중반 ?,,
165,이중전공,경영 부전공에서 이중전공으로 올리려고 하는데이중변경/신청 기간이 언제쯤인가요???,경영 부전공 에서 이중전공 으로 올리 려고 하 는데 이 중 변경 / 신청 기간 이 언제 쯤 이 ㄴ가요 ???,,
166,이중전공,이중전공도 단톡있나여?,이중전공 도 단톡있나 이 여 ?,,
167,이중전공,전과하면 이중전공 못하나요?,전과 하 면 이중전공 못 하 나요 ?,,
168,이중전공,"전과해서 이중전공 신청한게 자동 취소 됐는데, 수강신청으로는 이중전공 과목들 일단 신청한 상태거든요? 그러면 저 같은 상황에는 언제 이중전공 다시 신청할수 있나요..?","전과 하 어서 이중전공 신청 하 ㄴ 것 이 자동 취소 되 었 는데 , 수강 신청 으로 는 이중전공 과목 들 일단 신청 하 ㄴ 상태 이 거든요 ? 그러면 저 같 은 상황 에 는 언제 이중전공 다시 신청 하 ㄹ 수 있 나요 ..?",,
169,부전공,A전공이 있어요..근데 부전공 신청도 안한 상태인데이거 이중변경할때 자선 학점이 전공학점으로 인정될까요??,A 전공 이 있 어요 .. 근데 부전공 신청 도 안 하 ㄴ 상태 이 ㄴ데 이거 이 중 변경 하 ㄹ 때 자선 학점 이 전공 학점 으로 인정 되 ㄹ까요 ??,,
170,이중전공,a부전공을 1학기 듣다가 이중전공으로 바꾸면 전공학점으로 인정되나요??,a 부전공 을 1 학기 듣 다가 이중전공 으로 바꾸 면 전공 학점 으로 인정 되 나요 ??,,
171,이중전공,행정학과 이중전공하는데행정학개론 수업 목123이아람교수님꺼 오늘 놓쳤는데이거 교수님께 부탁하면 받아주실까요?? 전필인데다른시간대는 못들어서,행정학 과 이중전공 하 는 데 행정학 개론 수업 목123이아람 교수 님 꺼 오늘 놓치 었 는데 이거 교수 님 께 부탁 하 면 받 어 주 시 ㄹ까요 ?? 전필 이 ㄴ데 다른 시간대 는 못 듣 어서,,
172,이중전공,이중전공 경제> 경영으로 변경하려고 하는데경제학에 있는 경제학원론 들으면 경영학 이중전공으로 인정될까요?ㅠㅠ,이중전공 경제 > 경영 으로 변경 하 려고 하 는데 경제학 에 있 는 경제학 원론 듣 으면 경영학 이중전공 으로 인정 되 ㄹ까요 ? ㅠㅠ,,
173,이중전공,방영뉴 이중전공하면 미디어커뮤니케이션학부 전필도 무조건 들어야되는건가요?ㅜㅜㅜ,방영 뉴 이중전공 하 면 미디어 커뮤니케이션 학부 전 필 도 무조건 듣 어야 되 는 거 이 ㄴ가요 ? ㅜㅜㅜ,,
174,이중전공,문콘 이중전공 처음 신청하는데요.수강신청 경쟁률 어떻게 되나요? 어차피 다 넣어주니까 나중에 해도 될까요?,문 코 이 ㄴ 이중전공 처음 신청 하 는 데 이 오 . 수강 신청 경쟁 률 어떻 게 되 나요 ? 어차피 다 넣 어 주 니까 나중 에 하 어도 되 ㄹ까요 ?,,
175,융합전공,"융합전공인데 학과홈페이지 들어가보니까 교양과목 중에서 전공으로 인정되는 과목들이 있더라고요.그런거는 교양으로 들은건지, 전공(이중)으로 들은건지 어떻게 구별하나요? 홈페이지랑 에타 찾아봐도 안나와서 여쭤봅니다ㅠㅠ","융합전공 이 ㄴ데 학과 홈페이지 들어가 어 보 니까 교양 과목 중 에서 전공 으로 인정 되 는 과목 들 이 있 더라고요 . 그런 거 는 교양 으로 듣 은 거 이 ㄴ지 , 전공 ( 이중 ) 으로 듣 은 거 이 ㄴ지 어떻 게 구별 하 나요 ? 홈페이지 랑 에 타 찾아보 어도 안 나오 어서 여쭈 어 보 ㅂ니다 ㅠㅠ",,
176,이중전공,부전공인데 134학점을 전공 54 부전 42 교양 32 자선 6 해놓아도 후기이중전공때 20학점 또 들어야하나요..?자선으로...?,부전공 이 ㄴ데 134 학점 을 전공 54 부전 42 교양 32 자선 6 하 어 놓 어도 후기 이중전공 때 20 학점 또 듣 어야 하 나요 ..? 자선 으로 ...?,,
177,이중전공,이중전공 베트남어 VS 스페인통변역학과추천좀요1전공은 글캠 상경대에요,이중전공 베트남어 VS 스페인통변역학과추천좀요1 전공 은 글 캐 ㅁ 상 경대 에요,,
178,이중전공,영통학부에 영통세부전공 이중전공중인데 이중전공 영역별 이수학점을 본 적이 있는데 지금 다시 찾아보니까 못찾겠어요ㅠㅠㅠ 혹시 알고있으신 분이나 링크 달아주실 분 계신가요??? 도와주세요!!!,영통 학부 에 영통 세부 전공 이중전공 중 이 ㄴ 데 이중전공 영역 별 이수 학점 을 보 ㄴ 적 이 있 는데 지금 다시 찾아보 니까 못 찾 겠 어요 ㅠㅠㅠ 혹시 알 고 있 으시 ㄴ 분 이나 링크 달 어 주 시 ㄹ 분 계시 ㄴ가요 ??? 도와주 시 어요 !!!,,
179,이중전공,국스레 이중전공생인데 첫 학기엔 무슨 과목 듣는게 좋을까요?ㅠ,국스 레 이중전공 생 이 ㄴ데 첫 학기 에 ㄴ 무슨 과목 듣 는 것 이 좋 을까요 ? ㅠ,,
180,이중전공,"온라인 수강신청 빡세나요??영어이중전공 듣는 4학년이고 교환학생 끝나고 복학하는데 3학년 영어 이중전공 온라인강의 듣고 싶은데 수강신청 인원제한 때문에 2자리밖에 안 열려있기도 하고...대체로 온라인강의 인기많은 편인가요? 1,2자리 열린 타학년 수강신청은 아무래도 크게 기대안하는게 좋겠죠? 심지어 아직 교환학생 귀국안해서 친구가 수강신청 대신 해줍니다..","온라인 수강 신청 빡세 나요 ?? 영어 이중전공 듣 는 4 학년 이 고 교환 학생 끝나 고 복학 하 는 데 3 학년 영어 이중전공 온라인 강의 듣 고 싶 은데 수강 신청 인원 제한 때문 에 2 자리 밖에 안 열리 어 있 기 도 하 고 ... 대체로 온라인 강의 인기 많 은 편 이 ㄴ가요 ? 1 , 2 자리 열리 ㄴ 타 학년 수강 신청 은 아무래도 크 게 기대 안 하 는 것 이 좋 겠 죠 ? 심지어 아직 교환 학생 귀국 안 하 어서 친구 가 수강 신청 대신 하 어 주 ㅂ니다 ..",,
181,이중전공,이중전공은 3학년 때부터 들어도 상관없나요?,이중전공 은 3 학년 때 부터 듣 어도 상관없 나요 ?,,
182,이중전공,"전과하신분들 1학기에 전공, 이중전공 각각 몇학점씩 신청하실건가요?","전과 하 시 ㄴ 분 들 1 학기 에 전공 , 이중전공 각각 몇 학점 씩 신청 하 시 ㄹ 거 이 ㄴ가요 ?",,
183,이중전공,혹시 전과랑 이중전공 같은 과로 된 사람은 개별 연락온거 있어?? 나는 연락이 안왔는데 학교홈피보니 개별연락이 온다고 돼있네. 어떻게 해야돼?,혹시 전과 랑 이중전공 같 은 과 로 되 ㄴ 사람 은 개별 연락 오 ㄴ 거 있 어 ?? 나 는 연락 이 안 오 었 는데 학교홈피 보 니 개별 연락 이 오 ㄴ다고 되 어 있 네 . 어떻게 하 어야 되 어 ?,,
184,이중전공,이중전공변경신청기간에 하면 티오가 별로 안나서 전공할 수 있는 과가 많이 제한되나요..?,이중전공 변경 신청 기간 에 하면 티오 가 별로 안 나 어서 전공 하 ㄹ 수 있 는 과 가 많이 제한 되 나요 ..?,,
185,이중전공,미컴 언론정보 이중전공 오픈카톡 단톡 있나여?,미 컴 언론 정보 이중전공 오픈카톡 단톡 있 나 여 ?,,
186,이중전공,이제 이학년이고 후기이중전공 4월달인데 그ㄸ ㅐ신청하면 총평점 평균에 2-1 중간 성적도 들어가나요?....,이제 이 학년 이 고 후기 이중전공 4 월 달 이 ㄴ데 그 ㄸ ㅐ 신청 하 면 총 평점 평균 에 2 - 1 중간 성적 도 들어가 나요 ?....,,
187,이중전공,이중전공에서 자선불가인 과목을 들었었어요이중변경했는데 그 과목이 자선학점으로 넘어가있네요..?총 취득학점도 그거 포함해서 되어있구요...,이중전공 에서 자선 불가 이 ㄴ 과목 을 듣 었었 어요 이중 변경 하 었 는데 그 과목 이 자선 학점 으로 넘어가 어 있 네요 ..? 총 취득 학점 도 그거 포함 하 어서 되 어 있 구요 ...,,
188,이중전공,캠간 이중전공 성공하고나면그전 캠에서 받던 장학금은 유지되는건가요?,캠 간 이중전공 성공 하 고 나 면 그 전 캠 에서 받 던 장학금 은 유지 되 는 거 이 ㄴ가요 ?,,
189,이중전공,제가 1학년때 이중전공을 한번 떨어지고 부전공을 했었는데요..ㅠ그러다가 국가리더로 이중전공을 바꿨는데 그러면 이제 바꿀 기회가 없는건가요..? 종정시에 이전이중전공변경배정자는 신청대상이 아니라고 떠있는데 이건 지금이 변경기간이 아니라서 떠있는건가요 아니면 제가 이제ㅡ바꿀 기회가 없다고 알려주는건가요..?,제가 1 학년 때 이중전공 을 한 번 떨어지 고 부전공 을 하 었었 는데요 .. ㅠ 그러 다가 국가 리더 로 이중전공 을 바꾸 었 는데 그러면 이제 바꾸 ㄹ 기회 가 없 는 거 이 ㄴ가요 ..? 종정 시 에 이전 이중전공 변경 배정자 는 신청 대상 이 아니 라고 뜨 어 있 는데 이거 ㄴ 지금 이 변경 기간 이 아니 라서 뜨 어 있 는 거 이 ㄴ가요 아니면 제 가 이제 ㅡ 바꾸 ㄹ 기회 가 없 다고 알리 어 주 는 거 이 ㄴ가요 ..?,,
190,이중전공,"저기 이번학기부터 이란어 이중전공수업들으려는 부엉인데요,,, 같이 들을사람있나요..? 혼자는 외로워서,,","저기 이번 학기 부터 이란 어 이중전공 수업 듣 으려는 부엉이 ㄴ데요 ,,, 같이 듣 을 사람 있 나요 ..? 혼자 는 외롭 어서 ,,",,
191,이중전공,이중이 영어학과인데 2학년 거 들으려니 영어학과 이중 과목에는 3?4학년 과목밖에 없어서 그러는데그럼 2학년 과목은 ellt 이중전공 과목 들으면 되나요??,이중이 영어 학과 이 ㄴ데 2 학년 거 듣 으려니 영어 학과 이중 과목 에 는 3 ? 4 학년 과목 밖에 없 어서 그러 는데 그럼 2 학년 과목 은 ellt 이중전공 과목 듣 으면 되 나요 ??,,
192,부전공,통대로 전과하는데 이중이 통대여서 이중을 변경해야하거든요ㅠㅠㅠㅠ 근데 이중취소나 부전공신청이 월~수여서 전과여부전에 결정해야하는데.. 과사에 문의하면 알려줄까요ㅠㅠ,통 대로 전과 하 는데 이중이 통대여 서 이중 을 변경 하 어야 하 거든요 ㅠㅠㅠㅠ 근데 이 중 취소 나 부전공 신청 이 월 ~ 수 이 어서 전과 여부 전 에 결정 하 어야 하 는데 .. 과사 에 문의 하 면 알리 어 주 ㄹ까요 ㅠㅠ,,
193,부전공,경영학과 부전공했다가 이중으로 바꾸면부전공때들었던 과목은 자선으로 표기되나요??,경영학과 부전공 하 었 다가 이중 으로 바꾸 면 부전공 때 듣 었 던 과목 은 자선 으로 표기 되 나요 ??,,
194,이중전공,이중전공 떨어져서 같은 이중전공으로 다시 지원하는 날짜가 이중변경날인가요!,이중전공 떨어지 어서 같 은 이중전공 으로 다시 지원 하 는 날짜 가 이중 변경 날 이 ㄴ가요 !,,
195,부전공,전공54 부전공 21 교양32채우고 남은학점을 교양6이랑 부전공과목으로21학점채우면 후기이중때는 무슨과목을 들어요....?,전공 54 부전공 21 교양 32 채우 고 남 은 학점 을 교양 6 이랑 부전공 과목 으로 21 학점 채우 면 후기이중때 는 무슨 과목 을 듣 어요 ....?,,
196,부전공,1 이중 신청 가능한 모든 과를 부전공 신청 할 수 있나요? 2 부전공은 합격 불합격 없이 신청만 하면 다 가능한건가요?3 5월에 이중 신청해서 되면 이번 2학기 부터 들을 수 있죠?,1 이 중 신청 가능 하 ㄴ 모든 과 를 부전공 신청 하 ㄹ 수 있 나요 ? 2 부전공 은 합격 불 합격 없이 신청 만 하 면 다 가능 하 ㄴ 거 이 ㄴ가요 ? 3 5월 에 이중 신청 하 어서 되 면 이번 2 학기 부터 듣 을 수 있 죠 ?,,
197,이중전공,오늘 2시에 이중전공 결과 나온댔는데홈페이지에 찾아봐도 없네요어디서 확인할 수 있는 건가요?,오늘 2시 에 이중전공 결과 나오 ㄴ 대 었 는데 홈페이지 에 찾아보 어도 없 네요 어디 서 확인 하 ㄹ 수 있 는 거 이 ㄴ가요 ?,,
198,이중전공,근데 이중전공하게 되면본전공이나 이중전공중에서 하나는 어쩔 수 없게2학년인데 3학년 과목을 듣는다거나 그래야하나요?시간표 계산하는데 너무 복잡하네요54 42!!,근데 이중전공 하 게 되 면 본 전공 이나 이중전공 중 에서 하나 는 어쩌 ㄹ 수 없 게 2 학년 이 ㄴ데 3 학년 과목 을 듣 는다거나 그렇 어야 하 나요 ? 시간표 계산 하 는 데 너무 복잡 하 네요 54 42 !!,,
199,이중전공,"이제2학년 되는 프랑스어 이중전공생인데요, 프랑스어학부에 있는 1학년 과목을 들으면 되는건가요? 예를 들어 초급프랑스어강독(1)의 경우는 비고에 프랑스어학부 19학번 전용이라고 나와있는데 이중전공생도 들어도 되는거죠??","이제 2 학년 되 는 프랑스어 이중전공 생 이 ㄴ데요 , 프랑스 어 학부 에 있 는 1 학년 과목 을 듣 으면 되 는 거 이 ㄴ가요 ? 예 를 들 어 초급 프랑스어 강독 ( 1 ) 의 경우 는 비고 에 프랑스어 학부 19 학번 전용 이 라고 나오 어 있 는 데 이중전공 생도 들 어도 되 는 거 이 죠 ??",,
