,내용,댓글,댓글쓴이,대댓글여부,id
525,"안녕하세요 조교님항상 감사합니다 :)연계과목 관련 문의드립니다1전공 융합전공 연계과목으로 인정되는 과목의 경우, 일반적으로 비고란에 연계과목 인정 가능이라고 따로 기재가 되는데,계절학기의 경우 따로 기재가 되지 않더라고요해당 과목을 계절학기에 들은 경우에도 연계과목으로서 융합전공 과목으로 이수구분 신청이 가능한가요?학수번호가 동일한 것은 확인했습니다항상 감사합니다 :)","['추가적으로 연계과목을 융합전공이 생기기 이전 수강한 경우에도 추후에 이수구분을 통해 이중과목으로 인정이 가능할까요?', '1. 학수번호가 같다면 동일과목이니 계절로 들으셔도 됩니다 2. 기존에 들은 수업이 융합전공 연계과목으로 인정된다면 학종지에 이수구분정정신청을 해서 바꾸시길 바랍니다']","['익명(글쓴이)', '에타조교']","['parent', 'parent']",99079837
526,조교님 안녕하세요.현재 4학년 마치고 이번에 추가학기를 할예정입니다.기숙사에서 계속 살고 싶어서 학점을  남겨뒀습니다.5학점 정도 남겨뒀는데한 학기당 1학점씩해서 2년 추가학기로 등록해서 재학생 신분으로 기숙사에서 살 수 있을까요?,['네 추가학기생도 재학생으로 분류되기 때문에 해당학기 재학(예정)자라면 신청이 가능합니다'],['에타조교'],['parent'],99053095
527,조교님 안녕하세요 저는 부전공을 들어서 전공54+부전공21+교양외국어6+교양26+X=134학점에 해당되고 추가로 들어야하는 X영역에 해당하는 학점이 27학점인데요이 27학점은 어느영역에 있는 강의를 수강하든 상관이 없는건가요?,"['영역별로 표기된 이수학점은 최소한으로 들어야하는 학점입니다 즉 이수학점을 다 채우셨다면 나머지 학점은 자유롭게 들으시면 됩니다', '네 감사합니다 새해 복 많이 받으세요????']","['에타조교', '(알수없음)']","['parent', 'child']",99043326
528,조교님 안녕하세요ㅎㅎ 방학에도 수고가 많으세요2학년되는 19학번입니다!만약에 이번에 신청한 이중전공에 떨어져도 그 전공을 부전공으로 20년 1학기에 듣고 나중에 이중으로 올려도 학점은 전공으로 유지가 되는 건가요??글캠인데 서울캠 이중을 하려고 하는겁니다!!,['네 부전으로 듣고 나중에 이중으로 올리셔도 됩니다 부전공으로 들은 학점은 이중 변경이 확정된 후 학종지에 이수구분정정신청을 하면 바꿔줍니다'],['에타조교'],['parent'],99042179
529,"안녕하세요 조교님, 이번 수강신청 일정이 2월 3일부터인데 혹시 2.3.4학년 같이 진행하나요??하루씩 따로 열린다면 혹시 2학년이 언제인지 일정 알수있을까요???",['4학년부터 순차적으로 신청을 받으니 2학년 신청일은 2월 5일이 될 것이라 생각됩니다'],['에타조교'],['parent'],99031892
530,"안녕하세요 조교님 >♡< 현재 정치외교학과 이중전공 중이나 경영학과로 이중전공을 변경하고 싶습니다.19년도 2학기에 경영학과 이중전공 필기시험에 불합격하여 20년도 1학기에 다시 시험을 볼 계획인데요, 현재 저는 1전공 57힉점을 모두 이수하였고, 교양학점 및 자선 모두 다 이수한 상태입니다. 즉 이중전공 학점 42학점만을 채워야 하는 상황입니다. 선택 1번. 일단 이번 년도에 경영학과 부전공 신청후, 20년도 1학기에 이중전공 신청을 하고 합격하여 경영학과 이중전공을 진행하는게 가능할까요? (후기 이중전공 올리는 방법도 있다고는 하는데 확실히 이중전공으로 올릴 수 있는지 모르겠네요오ㅜㅠ) 선택2번. 아니면 부전공 신청 없이, 자선 학점으로 경영학과 수업을 듣고 추후 이중 시험 보고 합격해서 경영 이중전공을 하는게 좋을까요? 항상 감사드리며 새해 복 많이 받으시길 바랍니다♡","['이건 학생이 판단해야될 사안이라고 생각되지만 꼭 이중으로 올리고 싶으시다면 우선 부전으로 듣는 걸 권합니다 비전공생이라면 수강신청이 제한될 수도 있고 또 이중이 반드시 될거라는 보장도 없으니 후기이중으로 올리는 것도 고려해야하거든요 나중에 이중으로 변경하면 그 동안 들은 부전공 학점은 학종지에 이수구분정정신청을 해서 이중으로 바꿀 수 있으니 특별히 문제될 것도 없습니다 최종판단은 학생의 몫이지만 일단 제 생각은 그렇습니다', '감사합니다 조교님!!! 새해 복 많이 받으시고 항상 모든 일이 다 잘 되시길 바랍니다♡♡']","['에타조교', '익명(글쓴이)']","['parent', 'parent']",99018605
531,안녕하세요 조교님!현장실습으로 인턴을 가게되었습니다. 현재 복수전공이 경제학부인데 6학점이 경제학부 전공 학점으로 인정된다고 승인을 받은 상태입니다. 그런데 제가 다음학기에 이중전공 변경을 할 것 같은데 그러면 이 6학점은 교양학점으로 변경되나요? 혹시 제가 이중전공을 경영으로 바꾸게 되면 이 6학점이 경영 전공 학점으로 인정될 순 없는건가요? 후에 별도로 신청을하면 경영학점으로 바뀔 수 있는건가요?참고로 이 인턴십은 경영또한 전공 학점 인정해주긴합니다!감사합니다 !,['조금 애매해 보이네요 두 학과가 모두 전공인정을 해주는 본교 수업이라면 이중전공을 변경해도 이수구분정정신청을 해서 바꾸면 됩니다 그러나 인턴은 외부교류라서 일단 특정 학과에서 인정을 받았다면 다른 학과의 전공으로 돌리는 게 어려울 수도 있거든요 지금 상태로는 자선으로 전환될텐데 우선 학종지 소속단과대 담당자에게 경영학과의 승인을 받을 시 이수구분정정이 가능한지 문의바랍니다'],['에타조교'],['parent'],99013789
532,"조교님 안녕하세요?? 저는 질병휴학으로, 1학년 1학기부터 1년 휴학을 했습니다.(지금까지 이수한 학기는 없습니다.) 2020년 1학기에 복학을 예정하고 있는데요, 그렇다면 저는 학번에 관계없이 올해 1학년으로 생활하는 것이고, 이번 1학기 수강신청에서 신입생들과 함께 수강신청을 하면 되는것인가요? 또한 제가 신입생 예비소집일에 보았던 플렉스시험도 다시 응시해야하는 것인가요?","['그리고, 등록금납부기간이 언제인지 알수있을까요?', '1. 신입생은 입학일정 때문에 별도로 신청일자를 잡으며, 현재 학생은 재학생이기 때문에 재학생 수강신청기간 중 1학년 신청일에 하시면 됩니다 (즉 신입생이 아닌 휴학 등의 사유로 아직 1학년인 재학생들과 함께 신청하는 겁니다) 2. 신입생 영어진단평가를 이미 치르셨다면 또 보실 필요는 없습니다 3. 등록금 납부는 보통 개강 2~3주 전쯤에 학교공지사항을 통해 안내됩니다 일반적으로 개강 1주일 전쯤에 납부를 받습니다']","['익명(글쓴이)', '에타조교']","['parent', 'parent']",99013756
533,전과 실패해도 성적장학금 못받나요?,['성적장학생 선발 시 전과신청여부를 보는 것은 학과마다 다릅니다 전과실패를 하면 계속 학과 학생이기 때문에 지급할 수도 있겠지만 학과마다 기준이 다르니 그건 확실하지 않죠 과사무실에 문의해보시길 바랍니다'],['에타조교'],['parent'],99010184
534,부전공 신청기간이 언제인가요???,['1월과 7월인데 아마 조만간 학사공지에 뜰겁니다'],['에타조교'],['parent'],99005541
535,새해복 많이 받으세요 조교님!혹시 추가학기로 재수강으로만 3학점 신청해도 재학생 신분이 유지 되나요??현재 이수해야할 학점이 3학점 있습니다,"['졸업학점이 아직 남아있는 상태라면 재학생 신분을 계속 유지할 수 있습니다 단 8학기 이상인 상태에서 졸업학점을 모두 채우게되면 그 때부터는 재학생이 아닌 수료생 신분이 되어 추가학기 이수가 불가능하니 주의하시길 바랍니다', '조교님 안녕하세요, 저는 이번에 4학년 2학기를 마쳤고 졸업학점을 모두 채웠습니다. 그런데 1~4학년까지의 학점을 평균 낸 총평점이 낮아서 재수강을 하고 싶은데, 저는 이미 수료생이어서 추가 학기 이수가 불가능한가요?']","['에타조교', '익명']","['parent', 'child']",99004956
536,"안녕하세요 조교님 새해복 많이 받으세요!제가 1학년때 교양필수인 실용영어1을 수강하고 실용영어2는 수강하지 못해서 4학년 2학기때 대학외국어2를 수강해야하는데 수강편람보니까같은언어인 영어를 신청하더라도 따로 실용외국어 학점대체인정 신청을 해야되는지,아니면 자동으로 인정되는지 궁금합니다.또 종합정보시스템 이수영역 실외에는 실용영어1만 나오고 대학영어2는 교양으로 따로 이수되있는데  졸업할때 상관없는지 궁금합니다. 항상 감사드립니다.",['대학영어2를 이수하면 자동으로 실용영어2를 이수한 것으로 처리되며 졸업에도 지장 없습니다'],['에타조교'],['parent'],99001611
537,"조교님 안녕하세요 학점인정 인턴으로 최대 15학점까지 인정 되는데, 혹시 전필 과목도 포함해서 인정되는 것일까요? 그리고 막학기에 입학 장학금 수혜하려면 14학점을 최소로 들어야하잖아요. 혹시 재수강 포함 14학점일까요? 감기 조심하세요!","['아 그리고 학점인정 인턴 활동을 하는 학기에도 전액 장학금 수혜 가능한 것인지 알고싶습니다!', '학점인정 인턴은 학점인정 현장실습 말하는 거예요!!', '1. 인턴을 포함한 국내외교류로 졸업필수과목을 이수할 순 없습니다 2. 재수강 여부 상관없이 14학점 이상을 이수하면 됩니다 3. 전액 장학금을 받는 곳이 교내인지 외부인지는 알 수 없으나 일단 본교에 등록금을 납부하는 인턴이라면 조건은 충족될 것이라 생각됩니다 장학금을 지급하는 부서에 문의바랍니다', '감사합니다!!']","['익명(글쓴이)', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'parent', 'parent']",98996124
538,"조교님 안녕하십니까 현재 경영정보학과를 부전공으로 하고 있는 학생입니다.제가 들으려고 하는 수업이 부전공 인정 과목으로 취급되는지에 대해 여쭤보려고 합니다.국제금융학과의 한 과목인데 1. 대상이 이중,부전공생 대상이고, 2. 비고란에는 학과제한이 없음 이라고 적혀 있습니다.3. 수강편람에는 경영정보학과와 학점인정이 가능한 과목으로 지정되어 있습니다.위와 같은 경우엔 위에 언급한 과목은 수강편람처럼 부전공생들에게도 학점인정이 가능한 수업일까요?","['비고란은 보통 수강신청 가능여부를 기재하는 것이며 학점인정은 편람을 참고해야합니다 편람에 경영정보 교류과목으로 나와있다면 부전공생도 인정받을 수 있습니다', '감사합니다 조교님????']","['에타조교', '익명(글쓴이)']","['parent', 'parent']",98965829
539,안녕하세요 조교님! 학기중 학점인정 인턴을 하려면 수강신청은 똑같이 진행해야 하나요?,"['학기인정 인턴이라면 동일한 기간에 본교 정규강의를 중복해서 이수할 수 없습니다 따라서 수강신청을 할 필요도 없습니다', '감사합니다!! 해당 학기를 등록해야한다고 하는데 수강신청 없이 어떻게 학기를 등록하는지 알수있을까요?', '그냥 등록금 납부기간에 등록하시면 됩니다 수강신청과는 무관합니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",98920971
540,안녕하세요 조교님제가 대학포르투갈어를 일학년때 들었는데군 휴학 후 이걸 대학 베트남어로 재수강하고 싶어졌습니다.아직 포어는 한학기 수업만 들은 상황입니다. 감사합니다,"['가운데 한 줄이 빠졌네요ㅠㅠ 포어를 베어로 재수강 가능한지 알고 싶습니다!', '졸업필수과목은 동일한 수업으로만 재수강이 가능합니다 즉 포어는 포어로만 재수강이 됩니다']","['익명(글쓴이)', '에타조교']","['parent', 'parent']",98903094
541,안녕하세요 조교님군대 최종 선발 발표가 2월달 말에 나오는데 군휴학 신청은 어떻게 해야하나요? 떨어지면 내년 1학기를 다닐 생각입니다.,"['휴복학신청기간이 지난 이후에 입대가 확정되어도 휴학신청은 가능합니다 확정 시 학종지에 문의하셔서 절차를 밟으시면 됩니다', '감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",98894501
542,"조교님 안녕하세요! 항상 감사합니당!다름이 아니라 2학년인데요, 1학기 수강신청 때 혹시 전학기 잔여 수강 가능 학점?? 그 시간?? 그게 2학기처럼 넘어오나요 아니면 그냥 20학점인가용...? 너무 기초적인 질문 죄송해요ㅠㅠㅠ 뭐라 검색해야 할 지 몰라서ㅜㅜㅜㅜ",['학점이월을 말씀하시는거라면 동일년도 1학기에서 2학기로만 이월이 가능합니다 즉 작년의 잔여학점은 이월되지 않습니다'],['에타조교'],['parent'],98886866
543,안녕하세요 조교님올해 2학년이 되는 학생입니다.11월에 이중전공 신청하고 아직 결과가 나오지 않은 상태인데 이중전공 합격하게 되면 해당 이중전공을 취소하고 다른 부전공을 신청할 수 있는지 알고 싶습니다아니면 이중전공을 일단 한 학기라도 하고 이후에 다른 이중전공/부전공으로 변경해야하는지 궁금합니다.,['이번달에 부전공 신청 공지가 뜰텐데 바로 신청하시면 됩니다 이중은 자동으로 취소됩니다'],['에타조교'],['parent'],98885124
544,"안녕하세요 조교님 추가학기 관련문의드립니다8학기 이후 12학점을 추가학기에 이수하려고 합니다해당 경우 6학점씩 나눠서 9,10 학기에 이수할 수 있나요?이 경우에 두학기 모두 학점 수에 따라 등록금 감면이 가능한가요?항상 감사합니다 :)",['1. 그렇게 나눠서 들으셔도 됩니다 2. 9학기 이후부턴 무조건 학점에 따라 등록금이 책정됩니다'],['에타조교'],['parent'],98883293
545,안녕하세요 조교님. 새해복 많이 받으시고 항상 자세한 답변 주셔서 정말 감사합니다.계절학기 중간고사가 끝난시점인데 이제 드랍하시는 분들이 계실텐데 대개 성적이 낮은 분들이 드랍을 하리라 예상됩니다.그럴경우에 궁금한점이 총 100명 수강에 a비율 30%라면 34명일텐데 드랍을 40명이 해서 60명이 되면 a비율이 18명으로 줄어드는지 아니면 그대로 34명 유지 되는지 궁금합니다.제가 예전에 비율이 유지된다는 소리를 들어서요..(상식적으로 줄어드는게 맞다고 생각하지만요),['줄어듭니다 수업에 등록된 학생 수가 기준이거든요'],['에타조교'],['parent'],98881900
546,"조교님 안녕하세요 ㅠㅠ 아무리 찾아봐도 정리된 것이 없어 여쭙니다 1. 전과를 하려고 하는데 1/6-1/7 에 학교의 ‘학생종합지원센터’로 가서 지원하는 것이 맞나요? 글로벌캠퍼스에는 학생종합지원센터가 어디 있는지 궁금합니다.2. 종정시에서 전과 신청을 먼저 하고 학교로 직접 가서 원서를 제출해야 하나요?3. 전과 원서, 성적 증명서, 전형료 입금증, 전형료 환불 통장 사본이 필요하다고 하는데 전과 원서와 성적 증명서는 어디서 인쇄할 수 있나요?4. 아직 과 홈페이지에 전과 관련 공지가 뜨지 않았는데 그럼 자소서 등은 제출하지 않고 위의 4가지만 제출하면 되는 건가요?5. 일이 있어서 직접 못 가고 친구에게 부탁했는데 혹시 본인이 아니면 제출이 불가능한가요?감사합니다 ㅜㅜ",['1. 해당기간에 글캠 학생회관 1층으로 가시면 됩니다 2. 종정시로 먼저 신청을 해야 학종지에 제출할 전과원서를 작성할 수 있습니다 3. 전과원서는 종정시로 신청 시 출력할 수 있고 성적증명서도 종정시의 인터넷증명발급으로 뽑을 수 있습니다 4. 학교에 제출할 서류와 학과에 제출할 서류는 별개입니다 학과제출서류는 해당학과 사무실에 문의바랍니다 5. 학종지 우편제출은 사전에 담당자에게 미리 문의하셔야 합니다'],['에타조교'],['parent'],98871410
547,"안녕하세요, 조교님21학점 남은 막학기 학생입니다.궁금한게 있는데 21학점 풀로 신청하고 추가로 재수강 3학점 신청해서 총 24학점 한 학기에 들을 수 있나요?통대 최대수강학점이 22학점인 것은 알고 있으나 재수강은 포함 안된다고 들어서답변 기다리겠습니다...",['졸업필수학점이 모자라는 경우 막학기에 학종지 문의 시 최대학점을 1~2학점 정도 늘려주긴 합니다 그러나 재수강은 안됩니다'],['에타조교'],['parent'],98854014
548,"안녕하세요저번학기에 졸업논문 제출했는데종정시에는 미완료라고 뜨네요.이거 아직 반영이 안된 건가요, 아님 통과를 못한 건가요? ㅠ","['저번학기에 졸업논문을 내셨다면 이미 처리가 되었을텐데 이상하네요 종정시 > 성적/학점/졸업관리 > 졸업시험/논문/외국어(졸업)인증조회에서 확인하신건가요?', '네 거기서 확인했는데 미완료라고 뜨네요 논문 크게 지적받은것도 없고 기한 내에 제출완료했는데 황당하네요 ㅠㅠ 과사에 문의해봐야 되나요?']","['에타조교', '익명(글쓴이)']","['parent', 'parent']",98847066
549,"에타 조교님, 칠쁠일 우선선발은 매 학기 학과에서 해당 학생들에게 공지하나요 아님 따로 신청해야되나요? 어떤식으로 운영되는건가요? 비언어권도 매번 우선선발 대상 학생을 선발하나요...?","['1. 매학기 초에 국교팀에서 칠플일 선발 공문을 학과로 보내면, 해당 학과에서 자체적으로 신청 및 선발일정을 공고합니다 2. 비언어권 등 어느 국가로 가는 지는 학생 선택입니다']",['에타조교'],['parent'],98840305
550,"안녕하세요 조교님. 새해 복 많이 받으시길 바라며 늘 친절하게 답변해주심에 감사드립니다. 다름이 아니라, 학교에서 진행하는 현장실습 (해외 인턴)에 참여하게 되면 해당 학기를 등록해야한다고 나와있는데, 이 때 해당 학기 등록에 국가장학금 적용이 가능한지 궁금하여 질문을 드리게 되었습니다. 감사합니다.",['네 본교에 등록을 하는 거니 국장 신청은 가능합니다'],['에타조교'],['parent'],98839609
551,조교님 안녕하세요!타 대학 교류학점에 관해 몇가지 여쭤보려 합니다.1. 전공 혹은 이중전공과 무관한 전공 수업을 듣고자 할 경우 신청이 불가능한가요?2. 전공 혹은 이중전공과 무관한 수업의 경우에는 어떤 학과장님의 승인을 받아야 하나요?감사합니다!,['1. 교양이나 자선으로 학점을 인정받을 수도 있으니 그건 상관없습니다 2. 이것도 마찬가지입니다 교양이면 교양대학의 승인이 필요하고 자선이면 1전공 학과의 승인을 받으면 됩니다'],['에타조교'],['parent'],98834903
552,조교님 안녕하세요! 자선학점에 대해 한가지 여쭤봐도 될까요..?제가 경영 부전공일때 21학점을 들어놓고 현재는 경영이중전공으로 변경한 상태입니다근데 성적 조회에 들어가서 이수영역별 학점을 보면 제가 부전공일때 들었던 21학점이 자선에 들어가있습니다. 왜 이렇게 나오는지 알 수 있을까요..?ㅠ늦은 저녁까지 수고가 많으십니다 감사합니다,['학종지 소속단과대 담당자에게 가셔서 이수구분정정신청을 하면 바꿔줍니다'],['에타조교'],['parent'],98822317
553,조교님!! 혹시 부전공과 전공심화는 아직 신청기간 공고가 안 올라왔나요?,['이번 달 중으로 올라올 겁니다'],['에타조교'],['parent'],98809533
554,"조교님 안녕하세요! 영어 관련 학과 전공 중이여서 1학년 1학기에 교양스페인어를 들었는데 안 맞아서 2학기에 교양중국어를 들었습니다! 그래서 내년 1학기에 또 교양중국어1을 들어야 되는데요, 교양중국어1이 초수강으로 인정 된다고 하더라고요! 그럼 제가 1학년 1학기에 들은 교양스페인어 성적을 안고 가야 되는건가요? 성적을 높이고 싶으면 교양스페인어1을 재수강 해야 되는건가요?감사합니다!! 새해 복 많이 받으세요 :)",['일단 교양스페인어는 안고 가셔야 하고 졸업필수과목이기 때문에 똑같은 교양스페인어로 재수강하셔야 합니다'],['에타조교'],['parent'],98786404
555,안녕하세요 조교님!지금 경영 부전공인데 이중으로 올렸다가 4-1에 부전으로 내린 후 전공심화 신청 가능한가요?감사합니다~!,"['이중과 달리 부전공(전공심화) 신청은 따로 제한이 없습니다', '전공심화 신청도 제한이 없는 건가요??', '그렇습니다', '감사합니다?? 좋은 하루 보내세요??']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",98783206
556,"조교님 안녕하세요혹시 부전공에서 이중전공으로 변경할 때에도1지망, 2지망 이렇게 선택하는건 초기이중신청때와 같은가요?",['이중전공 변경신청은 1지망만 가능합니다'],['에타조교'],['parent'],98781496
557,안녕하세요 조교님~ 새해 복 많이 받으세요~혹시 졸업예정자로 대학원을 지원한 후에 계절학기 (재수강) 들을 수 있나요?,['최종학기 바로 그 다음계절까지는 이수할 수 있습니다'],['에타조교'],['parent'],98774114
558,안녕하세요! 조교님!교류학점을 신청하려고 하는데 자선으로 할 과목은 미네르바 교양대학 교수님의 승인이없어도 되는건가요?,['자선이라면 1전공 학과장님의 승인을 받으면 됩니다'],['에타조교'],['parent'],98766907
559,"안녕하세요 조교님4다시 1을 앞두고 있는 학생입니다.이전에 토익을 따둬서 기간이 2020.8월까지 유효한데, 학종지에 미리 제출해서 졸업여건 인증받아도될까요?","['졸업인증 받으려고 합니다! 1월초에 학교갈 일이있어 갈것같은데 그 때 제출 가능할까요??', '영어대전공도 아닙니다!', '졸업인증이라면 학년 상관없이 미리 제출해도 됩니다']","['익명(글쓴이)', '익명(글쓴이)', '에타조교']","['parent', 'parent', 'parent']",98760777
560,안녕하세요 조교님 :)전필 과목을 에프 받으면졸업을 위해서 재수강을 무조건 해야하잖아요?근데 재수강 학점이 없으면..어떻게 되나요?졸업...못하나여??,"['지나가다가 댓글달아요 ㅋㅋ 그거 옛날에 학종지에 물어봤는데 못하는건 아닌데 골치아파지는건 확실한듯 해요.. 과마다 다른듯?', '답변해주셔서 감사합니다 :)', '재수강 제한 학점이 생기고 나서 요즘 그런 문제들이 나오고 있습니다 관련 지침이 따로 없어서 저도 답을 드리기 곤란한데 졸업이 달린 문제인 만큼 구제 방안은 있을 것이라 생각됩니다 학종지에 문의바랍니다', '답변해주셔서 감사합니다~ :)']","['익명', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'parent', 'child']",98755208
561,안녕하세요 :)후기 이중전공은 언제 신청하나요?,['매년 4월에 신청을 받습니다'],['에타조교'],['parent'],98747928
562,안녕하세요 조교님 대학영어 성적입력 관련해서 교수님이 사무실에 문의해보라는데 어떤 사무실에 문의를 해야할까요? (글캠),['교양영어 담당부서는 외국어교육센터이니 그쪽에 문의하시길 바랍니다 (그런데 성적입력은 전적으로 교수님 권한인데 왜 사무실에 문의하라고 하셨는지는 잘 모르겠네요...)'],['에타조교'],['parent'],98742703
563,"안녕하세요. 조교님저는 1학년 1학기 다니고 휴학해 이번에 1학년 2학기로 복학하는 상황입니다. 제 질문은 이렇습니다.1) 1학년 2학기를 하지 않았지만, 2학년 전공 과목을 듣고 미네르바도 2학년으로 들으며 2학년 1학기를 할 수 있나요?2) 1학년 2학기로 복학을 한다면 미네르바 2학기 강의를 들을 수 있는지, 안된다면 언제 들을 수 있는지, 미네르바 2학기 강의를 들을 수 있는지 궁금합니다답변 기다리겠습니다. 감사합니다 조교님","['1. 학생의 등록횟수가 곧 학년입니다 언제 복학을 하든 학생은 두 번째로 등록하시는 거니 1학년 2학기가 됩니다 2. 미네르바2는 학년 상관 없이 매년 2학기에 이수할 수 있습니다', '추가적으로 전공과목은 학년별 티오를 학과에서 자체적으로 할당합니다 따라서 1학년 재학생이 2학년 수업을 들을 수 있는지는 학과에 문의하셔야 합니다', '감사합니다 조교님!!!']","['에타조교', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child']",98739834
564,안녕하세요 조교님해외에서 인턴을하려고하는데 졸업예정자나졸업자가 아니면 인턴 비자를 발급받을 수 없다고해서 학교에서 학생비자를 발급받을 수 있는지 회사 측에서 물어보는데 어디에 문의해야하는지 알려주시면 감사하겠습니다,"['회사 쪽 얘기가 좀 이상한 거 같네요 해당국가의 학생비자를 받으려면 보통 해당국가의 학교에 등록을 해야 발급받을 수 있죠 한국에서 학교를 다니는 거랑은 아무 상관이 없습니다 회사 측에 다시 확인해보시길 바랍니다', '국가마다 학생비자 발급 기준이 다른데 우선 그것부터 알아보시는 게 좋을 듯 싶습니다']","['에타조교', '에타조교']","['parent', 'parent']",98721902
565,"안녕하십니까 조교님 서울캠퍼스 기숙사에 관해서 질문드립니다.  제가 알기로는 1. 기숙사는 신입생 우선선발 2. 재학생의  경우 직전학기 학점순  으로 알고있는데요. 제가 20학번이 되는데 바로 1학년 1학기 군휴학을 신청하고 사실상 21학번이랑 같이 다니게 될 예정인데, 기숙사 신청대상이 되나요? 신입생도 아니고(20학번) 재학생 직전학기 성적도 없어서 질문드립니다",['제가 설캠 기숙사 운영에 대해선 잘 모르겠는데 학년이 기준인지 학번이 기준인지가 관건이 될 것 같습니다 이건 설캠 기숙사 측에 문의바랍니다 02-2173-2216'],['에타조교'],['parent'],98721678
566,"안녕하세요 조교님.이클래스에 떠있던 성평등, 장애인 인식 비정규 온라인 강의에 대해서 여쭙고 싶습니다. 12월 31일까지 라고 기한이 정해져있길래, 성평등 인식은 모두 듣고 시험까지 마쳤습니다. 그런데 실수로 장애인 인식 강의 하나를 깜빡하고 못 듣고 말았습니다. 12월 31일이 지나 들어도 출석이 인정이 안된다고 하던데.. 애초에 그 온라인 강의가 필수였나요?? 듣지 못하면 졸업 등에 지장이 생길까요? 너무 걱정이 되어서 여쭙니다. 항상 수고 많으십니다 조교님!!","['이번학기까지만 시범 운영하고 다음 학기부터 정식 운영을 한다고 하니 특별한 불이익은 없을 겁니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",98715686
567,"안녕하세요 조교님 등록휴학에 관련해서 여쭤보고싶어요!제가 현재 3학년 2학기까지 수료했고, 이번 학기 끝나고 4학년 1학기부터 휴학을 할 예정이었는데요 제가 만약 4학년 1학기를 등록을 하고 4분의 1선 전에 등록휴학을 하면 저는 휴학 이후에 다시 3학년 신분으로 돌아가는건가요...? 아니면 4학년을 등록했다가 휴학을 하는거니까 4학년 신분이 되는건가요?전기기사 취득 자격때문에 여쭤봅니다ㅜㅜ","['3학년 2학기까지 마치면 학생의 신분은 자동으로 4학년이 됩니다 재학증명서를 발급받으면 4학년으로 뜨니 그걸로 자격 요건을 충족하시면 됩니다', '감사합니다 조교님! 새해 복 많이받으세요!!!??????']","['에타조교', '익명(글쓴이)']","['parent', 'child']",98700701
568,"안녕하세요 조교님 저는 올해 3학년을 마치고 4학년을 앞둔 학생입니다. 올해 1,2학기 모두 휴학을 하고 내년에 4학년으로 복학할 예정인데, 졸업 논문을 휴학 도중에 쓸 수 있는지 여쭤보고 싶습니다.1. 자격 : 현재 3학년 과정을 이수하고 7학기 이상 재적생저희 학과 홈페이지에 이렇게 명시되어 있는데, 학교 규정은 3학년을 수료완료하면 가능하다고 되어있는것 같아 휴학을 해도 논문을 쓸 수 있는지 궁금합니다. 학과 사무실에 따로 연락하여 물어봐야 될까요?","['휴학생이나 수료생도 졸업시험(논문)을 응시할 수 있습니다 그건 학기 등록과는 상관없습니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",98679748
569,안녕하세요 조교님 저는 2020년 2월 졸업예정자입니다.본전공의 졸업 요건 충족을 하였지만 이중전공의 졸업요건을 충족하지 못하여 이번학기에이중전공으로 부전공으로 내리고 싶은데 가능한가요? 학종지에 들어가보니 졸예자는 직접 찾아오라고 써져있어서 여쭤봅니다그렇다면 이중전공을 부전공을 내리면 졸업요건이 충족되는데 이렇게 되면 2020년 2월 졸업 가능한가요?,"['8학기 이상 재학생의 부전공 신청은 학종지 방문 신청만 받습니다 아직 졸업사정회의 전이니 바로 방문신청을 하시길 바랍니다 신청하면 보통 그 다음날 쯤에 처리가 됩니다', '답변 정말 감사합니다♥?']","['에타조교', '익명(글쓴이)']","['parent', 'child']",98674518
570,"안녕하세요 조교님!제가 지금 쓸 수 있는 일반휴학학기가 한 학기 남아서  20년 1학기까지 휴학해서 6학기 휴학을 다 쓰려고 합니다.그런데 휴학신청은 1년단위라고 알고 있는데, 이 경우 2월 휴학신청시 승인이 가능한가요?새해복 많이 받으세요??",['휴학은 1년 단위로 신청이 되지만 최대휴학년수를 다 채우게 되면 그 다음학기엔 무조건 복학을 해야합니다'],['에타조교'],['parent'],98666469
