question,answer,id
"조교님, 안녕하세요!혹시 다른 캠퍼스에서 들었던 같은 이름의 교양 과목(패스 페일 과목이고 패스를 받음) 수강신청 가능한가요?",동일과목이면 신청이 되지 않는데 장바구니에 한번 넣어보시길 바랍니다 거기에 넣어지면 서로 다른 과목이라는 뜻이므로(즉 중복되는게 아니므로) 신청이 가능합니다,100681686
"안녕하세요 조교님 고생이 많으십니다??재수강 연결 관련해서 질문 드리려구 합니다! 1. 재수강 같은 경우 회화(1), (2) 이렇게 구분된 경우 해당 학기만 재수강 가능한가요??2. 재수강할때 미리 장바구니 등에서 재수강 체크를 하는건가요 아니면 수강신청 당일에 따로 신청을 하는건가요??","1. (1), (2)로 나뉘어진 연강수업은 해당학기에만 개설됩니다 따라서 재수강도 그 때만 가능합니다 2. 장바구니에 미리 재수강 체크를 하고 신청하시길 바랍니다",100680417
"안녕하세요. 이번에 추가학기를 이수할 예정인 15학번입니다. 제가 이중전공이 5학점 남았고, 총 8학점이 부족한 상황인데요. (이중5, 자선3)이중전공에 3학점짜리가 잘 안 열리는 관계로 이중전공을 6학점으로 넘치게 채울 시에, 자선을 2학점만 채워도 졸업이 가능한지 궁금합니다. 즉, 자선 영역의 6학점에 전공, 교양, 이중전공 등 곳곳에 1학점 단위로 넘치는 것들도 합쳐서 인정이 될 수 있는지 궁금합니다. 감사합니다.",네 그렇게 들으셔도 됩니다 또한 자선을 다 못 채우더라도 다른 영역에서 채우면 졸업됩니다 학생의 경우 이중으로만 8학점을 들어도 됩니다,100674034
안녕하세요 조교님!재수강 관련 질문이 있습니다. 혹시 인간과 사회 과목을 체육 과목으로 재수강 가능한가요? 학점도 다르고 평가 방식도 다른데 가능한가 해서요!,선택교양은 카테고리 상관없이 재수강 연결이 가능합니다,100648034
조교님 안녕하세요 궁금한게 있어서 글씁니다수강편람을 보면 전공 54 이중 42 교양 32 해서 134학점을 이수해야 졸업이 가능한걸로 알고있습니다.1.54+42+32해서 남는 6학점은 아무거나로 채우는건가요?2.필수교양인 16학점을 채우고 남은 16은 아무거나 원하는걸로 채우는건가요? 언제나 감사합니다,1. 영역별 최수이수학점 이외의 학점은 자유롭게 들으시면 됩니다 2. 교양은 필수교양+각 카테고리별 최소이수학점을 다 들으면 나머지는 자유롭게 채우면 됩니다 카테고리별 이수학점은 학번마다 다르므로 편람을 확인바랍니다,100647523
"안녕하세요 조교님, 전과와 관련해서 질문드립니다.이번 공고를 보니 2학년 진급자를 대상으로 전과하고자 하는 학생을 뽑는 것으로 나와있는데,제가 이번에 2학년이 되는 해인데 그러면 다음 공고가 떠도 제가 이미 2학년이 되기 때문에 지원하지 못하는건가요?전과는 2학년 진급 예정자만 가능한 건가요??언제나 수고가 많습니다 답변 기다리고 있겠습니다",1학년 2학기 수료자(2학년 진급예정자)까지만 가능하며 만약 전과를 원한다면 올해 휴학하시고 12월에 신청하셔야 합니다 실제로 1학년까지만 마치고 군휴학을 한 뒤 복학 무렵에 전과 신청을 하는 경우도 있습니다,100642283
조교님 안녕하세요. 전공교류 교과목에 대해서 궁금한게 있습니다. 공과대학(공통)전공에서 전공인정 학과 에 공과대학(각 학과) 로 표기가 되어있는데 이 공과대학에 바이오메디컬공학부는 포함이 안돼나요?,바이오메티컬공학부는 공과대학에 속하지 않은 별도의 학부입니다 따라서 공과대학 공통전공 인정이 되지 않습니다,100642043
"조교님 안녕하세요, 번거로우실텐데 늘 상세한 답변에 감사드립니다. 다름이 아니라 교류프로그램 관련해 질문드립니다. 1. 2-2에 영어권으로 국제교류팀에 직접 '교환'으로 지원해 한 학기를 다녀왔습니다. 4-1에 일본으로 한번 더 가려고 하는데, '교환'으로 갈 수 있는 방법이 있을까요?2. 본전공과 이중전공이 전부 어문과 관련없는 학과입니다. 학과에서 우선선발하는 경우 영어권만 가능한지, 7+1만 설명이 되어있는데 교환으로 갈 수 있는 방법은 없는지 궁금합니다. 3. 국제교류팀에 찾아보니 2019-2학기 이전에 2학기에는 중국/일본 교류 프로그램 안내가 올라와있지 않았습니다. 혹시 2학기에는 비영어권 교류프로그램이 없는 경우가 많은가요?많은 질문 죄송합니다. 읽어주셔서 감사하고, 감기 조심하세요! 따뜻한 하루 되시길 바랍니다! 감사합니다.",1. 국내외교류학점이 남아있다면 가능합니다(최대 35학점) 2. 학과선발은 보통 전공언어 파견만 선발하는 편입니다 그래서 일반적으로 영어권은 학과선발이 아닌 국교팀 선발로 가죠 단 학생이 칠플일 우선선발자라면 100퍼센트 선발 확정이므로 파견국가는 자유롭게 신청이 가능합니다(학점인정은 별개임) 3. 본교나 해외대학 사정으로 파견시기가 유동적이긴 합니다 특정시기의 선발계획은 국교팀에 문의하시는게 가장 정확합니다,100635316
안녕하세요 조교님! 글로벌캠퍼스 통번역대학을 다니고 있는 학생입니다. 혹시 k mooc이 정확히 어떤건지를 몰라서 제가듣기로는 온라인 강의 수강을 통해 학점을취득하는것으로 알고있는데 외대도 이게 가능한가요??  어디서신청하는건지를 몰라서요..ㅠ그리고 전공심화+부전공을 선택하게되면 전공심화는 전공중에 심화과목이 따로있는건가요??,No answer by 에타조교,100609170
안녕하세요 조교님.저는 글캠 통번역대에서 서울캠 아시아언어문화대로 전과한 19학번입니다.전과하기 전 학과에서 전공을 24학점 이수하여 전과한 후 24학점이 모두 자선으로 변경된 상태입니다.1. 자선학점을 교양학점으로 변경할 수 있다는 것을 수강편람에서 봐서 12학점을 교양으로 넘길 예정입니다.2. 그리고 전과하기 전 학과의 언어를 서울캠에서 이중전공으로 하고 싶은데 이제 가능할지가 일단 궁금합니다.3. 만약 가능하다면 교양으로 12학점을 넘기고 남은 자선 12학점 중 6학점을 이중전공으로 넘기고 싶은데 이것도 가능할까요? 이게 가능할 거라고 생각한 이유는 전과하기 전 학과의 언어와 이중전공의 언어가 같기 때문입니다. 그리고 제가 받은 자선학점은 모두 한 언어에 대한 학점이고요. 조교님 답변 부탁드립니다ㅠㅠ,우선 전적학과에서 들은 자선학점을 교양으로 넘기는 건 가능합니다 다만 전적학과의 학점을 이중전공학과에서 인정을 해주는 지에 대한 여부는 해당학과에 문의하셔야 됩니다 동일한 언어를 가르치는 중복학과라도 서로 전공교류를 하지 않는 경우가 대부분이기 때문입니다,100596043
안녕하세요 조교님제가 타학과 수업을 신청해서 그냥 들을수있나요??아니면 학과사무실에 연락해서 물어봐야하나여??,해당학과에서 비전공생의 수강을 제한하지 않는다면 수강신청이 가능합니다 수강 제한 등에 관한 지침은 학과에서 결정하니 과사무실에 문의바랍니다,100590915
조교님 항상 수고 많으십니다!다름이 아니라 휴학에 대한 질문입니다일반휴학은 총 3년이 가능하다고 알고있는데 맞나요?이미 3학기 휴학을 했고나머지 3학기 휴학을 더 할 예정인데 확실하게 알고싶어서 문의드립니다.,네 일반휴학은 총3년(6학기)입니다,100553976
안녕하세요 조교님?? 수고가 많으십니당플렉스 학점 대체에 대해 여쭤보고 싶은데요!제가 교영 창조반인데 1학기 교영을 재수강하고 싶은데플렉스 점수를 제출해서 2학점으로도 인정받고 1학기 교영 성적도 대체를 할 수 있을까요??,14학번 이전이라면 교영2가 실외2학점으로 인정되고 기존에 들은 교영1은 성적이 조정됩니다 (15학번 이후부턴 불가),100549986
"안녕하세요 조교님!!새해 복 많이 받으세요??재수강 연결 관련 너무 헷갈려서요ㅠㅠ제가 언어와문학 교양과목중에 F 받은게 있는데... 이 과목을  생활과스포츠 p/f 과목으로 재수강 연결할 수 있나요...?1. 못한다. p/f 과목이랑은 연결 안된다2. 못한다. 같은 언어와문학에서 연결해야한다.3. 못한다. p/f 과목이랑 연결 안되고, 같은 언문에서 연결해야한다.4. 된다!1~4중에 몇번인가요..?",선택교양은 카테고리 상관없이 재수강 연결이 가능합니다 즉 4번입니다,100541152
조교님! 신입생 군휴학 신청하려는데 추합이 돌면 본래 휴학기간(2월3~7일)이후에 휴학을 해야할 것 같아서 질문드립니다.  이경우 따로 온라인신청없이 등록금 내는대로 바로 병적확인서를 우편으로 보내면 되나요?또한 현재 군입대중인 자는 입영통지서가 발급이 되지않는데 병적확인서로 휴학이 가능할까요?감사합니다.,"1. 휴학기간이 지나도 입대, 복무 관련 증빙서류가 있으면 학종지에 개별신청을 할 수 있습니다 학종지 담당자에게 문의바랍니다 2. 이미 입대중이라면 부대 인사과를 통해 군복무증명서를 발급받아 학종지에 제출하면 됩니다 입대 또는 복무 사실이 기재되어 있는 서류라면 문제없습니다",100539808
"조교님, 안녕하세요! 저는 군복무 중인 학생입니다. 저번 학기부터 저희 학교도 군 E-러닝(대학 원격강좌를 통한 학점 수강)에 참여하기 시작한 것으로 알고 있는데, 나라사랑카드 앱에는 아직 학사일정이 나오지 않아서 질문을 드리고자 합니다. 1. 정확한 수강 신청 일자는 언제쯤 알 수 있을까요?2. 작년 2학기 기준으로 3학점에 50만원 정도라고 들었는데 혹시 수강료가 작년과 동일한가요?항상 많은 학생들에게 도움주셔서 감사합니다. 혹시 답을 알고 계신다면 답변주시길 부탁드리겠습니다!",생긴지 얼마 안된 제도라 저도 자세하게는 모르는데 아는 대로만 답변해 드리겠습니다 1. 매학기마다 나라사랑포털로 공지됩니다 앱에 안 뜨면 피시버전에는 안 떴는지 확인바랍니다 2. 휴학 중 학점인정으로 받는거라 등록금을 따로 내야하는데 자세한 액수는 저도 잘 모르겠네요 시간이 되시면 학종지 담당자에게 문의바랍니다 서울) 02 2173 2110 글로벌) 031 330 4026,100529995
조교님 안녕하세요! 새해 복 많이 받으세요 :)저는 다음학기 4-1로 복학하는 학생입니다.1월 29일부터 진행되는 부전공 신청 관련하여 궁금한 점이 있습니다! 제가 현재 이중전공이 세계문화예술경영인데이번에 부전공 신청기간에 미컴 부전공으로 내리고 다음 학기에 4월경에 후기이중전공을 신청하려고 합니다.현재 세문경 과목중에 미컴 교류 과목으로 6학점 들어놓은 상태이고 다음학기 꽉꽉 채워듣고 계절학기 6학점까지 들으면 후기 이중전공 요건을 모두 채울 수 있습니다.1. 부전공 신청기간에 세문경 이중취소를 하고 미컴 부전을 신청해야하는건지 아니면 그냥 미컴 부전만 신청하면 바로 알아서 세문경 이중 취소가 되는건지 알고싶습니다!2.제가 3-2학기에 해외로 교환을 다녀왔는데 휴학 때는 해외학점 승인이 불가능하다고 담당자님께서 얘기하셔서 인정을 못받은 상태이고 그 이후 1년을 휴학하고 19-2 계절을 들었습니다. 그럼 일단은 19-2 계절학기가 다음학기 성적에 들어가게 되는건가요?    조교님 정말 고생 많으시고 감사합니다 ㅠㅠ,1. 그냥 부전공 신청만 하시면 됩니다 따로 이중을 취소할 필요는 없습니다 2. 휴학 중 계절은 복학학기인 20-1로 산입됩니다,100500847
조교님 안녕하세요! 항상 수고많으십니다 ㅠㅠ 2020년 1학기 기준 2-2학기 재학생입니다! 이번에 1/29일에 처음으로 부전공 신청을 하려고 합니다! 그리고 같은 전공을 2020년 1학기에 이중변경 신청해서 이중전공으로 올리려고 합니다. 따로 부전공 취소를 하지 않고 이중전공 변경을 신청해도 되는지요!? 그리고 제가 이중전공을 한번도 신청한 적이 없는데 부전공으로 이번 1/29일에 신청해도 2020년 1학기에 이중전공 변경을 사용할 수 있는건지요!?!?항상 감사합니다 ㅠㅠ 명절 잘 보내세요!,1. 부전공 취소를 따로 할 필요없이 바로 이중으로 올리면 됩니다 2. 기존에 이중전공 변경신청으로 이중을 배정받은 적이 없다면 신청 가능합니다 부전공 신청과는 무관합니다,100469021
"안녕하세요 조교님! 수고 많으십니다??후기이중전공 관해서 질문이 있어요!후기이중전공을 신청하면 추가학기를 다녀야 하잖아요, 그런데 8학기 안에 이중전공 졸업 학점을 다 채우면 추가학기를 최소학점만으로 신청할 수 있나요?사정상 8학기 안에 사실상 졸업하는 느낌으로 2학점 정도 빼고는 모두 마친 후 추가학기로는 온라인강의 하나만 듣는 방향으로 하면 좋을 것 같아서요ㅠ그게 가능한지 알고 싶습니다!감사합니다??",8학기까지 전공+부전공을 비롯한 졸업학점이 다 충족했다면 가능합니다 애초에 후기이중은 그것만 확인되면 추가학기 이수가 최종승인됩니다,100465378
조교님 안녕하세요 계절학기 성적이 2019년 2학기 성적으로 입력된다고 들었는데 저는 2학기 휴학해서 그런데 아직 성적이 입력안된건가요?!,휴학 중 계절학기를 들으면 바로 그 다음 복학학기에 산입됩니다 따라서 2019-2가 아닌 2020-1로 들어갑니다,100464877
글캠 학생인데요 정규학기 때는 서울캠 교양을 신청 못하는 걸로 알고 있는데 계절은 가능한가요?,네 계절에 한해서 가능합니다,100446593
"조교님 학석사연계과정관련 질문이요!템플대학교 학석사연계과정 생각중인데요1★) 외대 7학기 + 템플대 3학기가 정석이라고 들었는데 외대 8학기 + 템플대 3학기 해도 되나요?2) 템플대에서 공부할 과목이 본전공, 이중전공이랑 아무 상관 없어도 되나요?본전공 어문인데 가서 컴공 배우고 싶어서요",1. 학석사연계과정에서 학부는 7학기로 졸업해야 합니다 8학기는 되지 않습니다 2. 해당대학원에서 그걸 허용할지는 잘 모르겠네요 애초에 학석사는 학부+석사를 연계하는건데 학부랑 석사과정의 전공이 서로 다르면 승인이 안 될수도 있죠 그런 사례가 있는지는 학석사연계과정을 신청받는 부서나 국제교류팀에 문의해보셔야할 듯 합니다,100445446
"안녕하세요 조교님!설캠학생인데 글캠 부전공 신청하려고 합니다. 신청하려는 글캠 부전공에 필수교양이 있는데, 캠간 교양은 인정 안 되는걸로 알고 있는데 필수교양은 인정되나요?",전공학과에서 요구하는 필수과목은 해당학과의 전공수업 뿐입니다 교양수업을 교류하는 경우는 있어도 전필처럼 필수로 지정하는 경우는 없습니다 다시 한 번 확인해보시길 바랍니다,100444058
아래 질문한 사람인데요 궁극적으로 물어볼 게 있어서요!전공 2개+부전1개로 졸업할 수 있나요?,"단일전공, 전공+부전, 전공+이중 이렇게만 가능합니다",100443951
"후기이중전공 관련 질문이요!4-1 재학중이고 8학기안에 졸업 무난하게 할 수 있는 상황입니다본전공이 너무 싫어서 이중을 했고이중만으로는 만족이 안돼서 후기이중을 생각하고 있었어요 그렇게하면 학사가 3개 나올줄 알았거든요알고보니 2개밖에 안된다고 하더라고요이 경우에 이중미컴, 후기이중 융소 이렇게 한 다음에 학위를 이중이랑 후기이중으로 받을 수 있나요? 본전공 버리고?",전과를 제외하곤 본전공을 포기하는 방법은 없습니다 그리고 후기이중은 기존에 이수하던 부전공을 이중으로 올리는 제도입니다 학생은 이미 이중전공을 이수중이니 해당되지 않습니다,100434697
조교님 안녕하세요설날이라 학교에 전화도 안되고 문의할 수가 없어서 여기에 물어봅니다ㅠ제가 현재 휴학상태인데휴학을 풀고 (즉 복학)현장실습 인턴을 하려고 하는데 이런 경우 절차가 어떻게 되는지 혹시 아시나요?,학기 인정 인턴이라면 일단 이번학기에 복학 절차를 밟으시면 됩니다 인턴 신청 및 학점인정은 각각 인턴 주관 부서 및 학과사무실에 문의바랍니다,100432014
조교님 안녕하세요! 혹시 부전공 신청하면 20학점 제한이 부전공까지 포함해서 신청하는건가요?,"학기별 최대이수학점을 말씀하시는거라면 전공, 부전, 교양 상관없이 최대 20학점입니다(글캠 통대는 22학점)",100428190
안녕하세요 조교님 제가 영어대를 재학중인데요제가 1학년때 교양외국어로 스페인어를 수강했습니다. 근데 제가 재수강을 해야되서 이번에 들으려고 하는데요. 혹시 다른 언어 일본어등으로 재수강해도되나요?,교양외국어는 동일한 과목(언어)로 재수강해야 합니다 교양스페인어와 교양일본어는 별개의 과목이므로 서로 재수강이 되지 않습니다,100386565
"안녕하세요 조교님, 새해 복 많이 받으시길 바랍니다.편입 준비생인데 헷갈리는 것이 있어서 질문합니다!저는 현재 4학기 이수했고, F가 많아서 총 52학점 이수했습니다.편입하려면 70학점이 필요한데,혹시 이번학기에 14학점을 듣고 계절에서 4학기를 들어도 되나요???뭔가 될것같긴 한데 확실히 하고싶어서ㅠㅠㅠ자잘한 질문 죄송합니다ㅠ",그렇게 들으셔도 됩니다 계절도 직전학기 성적으로 들어가니 최종적으론 18학점을 이수한게 됩니다,100383775
"조교님 안녕하세요! 먼저 새해 복 많이 받으세요:)제가 작년 1학기 과목들 중 하나를 올해 1학기에 재수강 하려고 하는데요, 그러면 재수강을 통해서 향상된 학점은 작년 1학기 전체 학점에 반영되는거 맞나요?그리고 올해 1학기 학점에는 반영이 아예 안되는 거 맞나요?",재수강을 하면 작년 1학기 성적은 없어지고 올해 1학기 성적으로 반영됩니다,100369966
조교님 안녕하세요저는 이제 2-1올라가는 학생입니다.제가 이중변경신청을 하려고 하는데20년도 1학기 중반 5월즈음에 신청기간이 있는걸로 알고있습니다. 이때 만약 신청을 한다면 성적은 1-2꺼지만 반영되나요? 아니면 2-1까지 반영되나요?,변경신청은 신청 마감일 성적이 기준입니다 따라서 1-2까지만 반영됩니다,100351250
조교님 안녕하세요! 새해 복 많이 받으세요졸업 결과에 미비사항 없음으로 떴는데 왜 아직까지 졸업대상자인가요? 원래 졸업확정으로 바꿔야 되지 않을까요? 궁금해요,종정시 > 성적/학점/졸업관리 > 졸업예비사정 결과 조회를 확인바랍니다,100340838
조교님 안녕하세요 ict인턴쉽 상반기채용에 지원하려고 하는 학생입니다. 몇가지 여쭤볼게요. 1. ict인턴쉽 상반기 채용(국내과정)시 학점인정은 과마다 다른건가요 ?   또 이수학점부분은 어디를 통해 알 수 있는건가요?( ict사업단 홈페이지에도 나와있지 않으며 학교홈페이지에 검색을 하여도 나오지않습니다.)2.인턴에 합격하여 기업과 학생간에 매칭이 되었다면 수강신청을 통해 ict인턴 과목을 수강신청을 하면 되는 것인가요?3. 상반기 인턴쉽에 있어서 서류접수를 2월3일까지 진행하며 합격/불합격을 추후에 알 수 있을텐데 2월3일부터 시작하는 수강신청은 어떻게 해야하는 건가요..?,"1. 인턴을 비롯한 국내외교류학점 인정은 전공의 경우 해당학과, 교양의 경우 교양대학의 사전 승인을 받아야 합니다 그건 ICT사업단과는 상관없습니다 2~3. 제가 해당 인턴이 어떤 식으로 진행되는지 알 수가 없어서요 인턴마다 프로그램 이수 방식이 모두 다르고 저도 학사조교만 해봐서 그쪽 인턴 업무는 잘 모르겠습니다 이건 사업단에 문의해보셔야 할 거 같습니다",100329324
조교님 안녕하세요! 먼저 새해 복 많이 받으세요???♀?제가 현재 세계문화예술경영을 이중전공으로 이수중인데 융합전공 공통기초 과목 중 하나인 '언어와 논리' 수업을 이수했었습니다. 근데 종합정보시스템에 성적취득현황을 들어가보니까 자선으로 표시가 돼있어서 해당 과목이 융합전공 공통기초 과목이 맞는지 문의드리고싶습니다ㅠㅠ2018-1학기 언어와 논리(Language and Logic)교과목 코드는 J05001 이고 개설학과는 언어와공학전공 이라고 되어있습니다!만약에 해당 수업이 융합전공 공통기초 과목이 아니라면 수강신청할 때 어떤 과목이 융합전공 공통기초인지 확인할 수 있는 방법이 없을까요? 사진처럼 과목 이름만 나와있고 그 외에는 아무 정보도 없어서 수강신청 시 헷갈려서요ㅠㅠㅠ그럼 설 연휴 잘 보내시고 수고하세요!??,일단 학생이 들은 수업은 공통기초과목이 맞습니다 다만 융합전공 이수자의 경우 자선으로 뜬 학점들은 학종지에 이수구분정정신청을 따로 해야 인정받을 수 있습니다 기존에 없는 전공을 두개의 전공으로 융합해서 만든거라 그런 절차가 필요한겁니다 학종지에 가셔서 정정신청을 하시길 바랍니다,100316829
안녕하세요 조교님! 혹시 현장실습이 추가학기인 9학기에해서 학점 인정 받을 수 있는지 알 수 있을까요? 감사합니다!,인턴을 말씀하시는거라면 막학기는 허용되지 않습니다 다만 몇몇 프로그램에 한해 인턴학기 직후에 졸업학점이 남았을 경우엔 허용해주기도 합니다(코트라 등) 학생이 희망하는 인턴을 주관하는 부서에 문의바랍니다,100304367
"조교님 안녕하세요,항상 수고가 많으십니다~제가 올해 동생 신입생인데요 잔여등록금 납부기간이 2월5~7일까지 알고있는데 이 기간에 납부 어려울것같아서 혹시 신입생들도 추가등록 납부기간 있나요? 재학생들은 항상 있는데 신입생들은 없을까 걱정이 됩니다. 답변 부탁드립니다 조교님~ 감사합니다 ㅜ",재학생과 달리 신입생은 추가등록기간이 없습니다 개강 전에 등록을 해서 입학 여부가 확정되어야 하기 때문입니다 다만 지금은 입학금이 없어졌으니 요즘도 그런지는 잘 모르겠네요 학교 재무회계팀에 문의바랍니다 02 2173 2184,100295281
조교님 질문이 있습니다!! 미컴 광피 같은 경우는 부전공 글캠 학생은 글캠에서 들어야하는 걸로 알고있는데 공통 과목을 듣고 싶은 경우는 글캠에서 개설이 안되있으니 설캠에서 들을 수 있는건가요?,공통과목 여부와 상관없이 소속 캠퍼스에서 이수해야합니다,100293746
조교님 안녕하세요! 중복수강금지교과목에 있는 과목들 중 전공 교류가 허용된 과목들은 서로 같은 과목으로 인정이 되나요? 교직에서 본교 지정 기본 이수과목에 해당되지 않더라도 위의 경우에 인정된다면 그 과목도 본교 지정 기본 이수과목에 해당하는 걸로 볼 수 있을까요?,서로 동일과목이기 때문에 중복수강금지로 지정된 겁니다 그러나 해당과목이 교직이수에 해당되지 않는다면 그 과목도 마찬가지입니다,100291191
조교님 학과 수업중에 (1) 이렇게 붙어있는거는 무조건 (2)도 들어야 학점인정이 되나요!? 아님 (1)만 들어도 되나요..?,쪽지로 답변드렸습니다,100285868
안녕하세요 조교님 항상 고생많으십니다!몇가지 물어보고 싶은게 있는데요 1. 이번에 4학년 복학하려고 하는데 복학신청기간과 수강신청기간이 겹치는데 수강신청 먼저 하고 복학신청하면 되나요?2. 4학년 1학기 복학 예정인데 지금 전공심화+부전공 상태인데 올해 전공+부전공으로 바꿀 수 있나요? 바꿀 수 있다면 기간이 언제쯤일까요?,1. 휴학생 신분으로도 수강신청은 가능하므로 일단 수강신청을 한 후 복학신청을 하시길 바랍니다 2. 이번달 29일부터 31일이 부전공 신청기간이므로 그 때 종정시로 신청하시길 바랍니다,100283493
"조교님 안녕하세요!올해 1학기 중에 교직이수를 신청하려는 중국어대 학생입니다. 다름이 아니라 제가 교직이수를 하게 된다는 전제하에 미리 중국어 교직과목을 수강하려고 하는데, 그래도 상관 없는지 여쭈려고 합니다. 중국어교육과에 개설된 중국문학개론 강의를 들으려 하는데, 제가 나중에 교직이수를 하게 된다면 교직 학점으로 인정될 수 있는 건가요?ㄱ",일단 교직 수업을 들어놓은 후 추후에 교직이수를 하게 된다면 인정받을 순 있습니다 다만 교직과정 자체가 해당과정을 이수하는 학생들이 적기 때문에 수업 개설 여부가 유동적입니다 따라서 수강을 희망할 시엔 미리 과사무실에 개설 여부를 문의하셔야 합니다,100270637
"조교님 안녕하세요 교직이수하는 중국어통번역학과 학생입니다. 교직과정 설치학과별 기본이수과목에 빨간색 동그라미와 같이 중국어언어실습이라는 과목이 쓰여있는데요 지금 아무리 찾아봐도 중국어언어실습이라는 과목이 1,2학기 어느곳에서도 보이지 않아서요 도대체 무슨 과목인지 알려주실 수 있으신가요ㅠ?",교직이수 자체가 해당 과정을 이수하는 학생들이 적기 때문에 수업도 수요에 따라 그 때 그 때 열리기도 하고 안 열리기도 합니다 혹은 선택과목의 경우 학과에서 수업들 중 일부만 개설해서 그것만 듣게끔 하는 경우도 있죠 해당 과목의 개설여부는 학과사무실에 문의해보시길 바랍니다,100253106
조교님 안녕하세요현재 학점을 다 채우고 전공졸업요건 서류는 다 제출했는데 졸업유예 신청을 했어요!현재 종합정보시스템에서 졸업예비사정 결과 조회하면 졸업논문시험(1전공/이중)미비라고 뜨는게 맞나요?,졸업유예신청 같은 제도는 따로 없습니다 학생들이 일부러 학점을 안채워서 재학생 신분을 유지하거나 또는 기타 인증을 안해서 수료생(졸업대기)를 할 뿐이죠 학생은 졸업시험을 치르지 않으신 걸로 보이는데 학점은 다 채우셨다니 수료생 신분이 됩니다,100248464
조교님!싸이버대랑 학점 교류를 했는데학점 인정 받으려면 어떻게 해야 하나요?인정을 안 받을 수도 있나요?,학점교류절차대로 들으셨다면 자동으로 인정됩니다,100234567
조교님 안녕하세요  자선으로 타전공 3학점 수강한게  d+을 아주 옜날에 받아 발목을 잡고있는데 이거 자선을 교양으로 인정 받은다음에 교양 과목으로 재수강 연결해서 가능한건가요?????,"교양이수지침 변경으로 자선을 교양으로 바꿀 수 있게 허용되었지만, 자선이 된 타전공을 교양으로 바꿔서 재수강하는 건 금지되어 있습니다",100231254
조교님 질문 드려요!평점이 3.51인 상태에서 교양 2학점 f를 받아서 3.46이 되었는데 이 f 학점을 p/f로 재수강 하면 평점은 3.51이 되고 이수 학점이 올라가는 것이 맞나요?,네 그렇게 됩니다,100231141
"조교님 안녕하세요!1학년때 17학점을 들었는데 재수강을 2개하면 11학점이 됩니다 이렇게 되면 이수학점이 너무 적은데, 혹시 나중에 취업할때나 불이익이 있나요?",그건 취업을 하고자 하는 회사의 인사팀과 면접관이 학생의 1학년 때 학점에 관심을 가지냐 안 가지냐에 달려있습니다,100225511
조교님 안녕하세요 ! 제가 올해 1년을 휴학하고 내년 2021년에 복학하려고 하는데 등록휴학이 하고 싶어서용 등록휴학이 1년도 가능한가요?,등록휴학 여부와 휴학기간은 별개입니다 1개 학기만 할 수도 있고 최대허용기간인 3년까지도 할 수 있죠,100208551
"제가 2학년1학기까지하고 휴학을 하고 이번학기에 다시 복학을 하는데 3학년1학기를 수강신청 하려면 2,3,전체학년중에 언제 신청을 해야되는지 알려주세요",학생은 2학년 2학기로 복학을 하는 것이므로 2학년 신청일에 해야합니다 3학년 수업도 그 날 신청해야 합니다,100200437
안녕하세요 조교님 이번에 부전공으로 경영을 신청하려고 합니다 그런데 부전공인 사람이 본전공 강의를 수강신청 변경기간에도 잡을 수 있나요? 감사합니다,"본전공생 수업을 따로 개설한 학과라면 이중, 부전공생이 수강하는 걸 제한할 수도 있습니다 단 반만 개설해놓고 따로 막지는 않는 학과도 있으니 그건 과사무실에 지침을 문의해보시길 바랍니다",100177605
안녕하세요 조교님 질문이 있어서 글 남깁니다혹시 후기이중이랑 그냥 이중이랑 동일한 학위를 주는 건가요?,네 똑같이 학사 학위가 나옵니다,100177545
"안녕하세요 조교님!과가 마음에 들지 않아서 작년에 1학기는 학사경고, 2학기는 휴학하고 재수를 했습니다. 학교에 돌아가야 할 것 같은데 그럼 저는 1학년으로 다니는건가요? 혻 전과를 하게 된다면 제가 받은 학사경고가 마이너스 요소로 작용할 수 있나요?",1. 현재 학생은 1학기만 마치고 휴학을 한 상태이기 때문에 복학하면 1학년 2학기가 됩니다 2. 전과를 하는데 있어 학사경고 이력으로 불이익을 준다는 규정은 없습니다 그것보단 학사경고 받은 1학기 성적을 어떻게 복구하고 복학하는 2학기 성적은 어떻게 최대로 끌어올리는 지가 관건입니다,100156810
조교님 안녕하세요 질문 좀 드리겠습니다. 저는 14학번이고 플렉스로 실용외국어 대체하고자합니다. 그런데 졸업하려면 다음 학기에 20학점을 들어야 하는 상황입니다. 만약 다음 학기에 대체 신청을 하면 총 24학점이 되기 때문에 불가능한가요?,학기별 최대이수학점과 플렉스 학점 인정은 별개로 처리됩니다 즉 가능합니다,100150827
"조교님 안녕하세요!이번에 사이버외국어대학교 학점 교류로 4학점을 사이버 강의로 수강했는데요, 현재 성적까지 다 나온 상태입니다.따로 어디에 신청서를 내거나 하지 않아도 자동으로 외대 학점으로 합산되는건가요?",네 자동으로 합산됩니다,100148110
이번 겨울계절학기 성적 2019 2학기성적으로 들어간다고 들었는데언제 입력되는건가요?,성적입력 및 정정기간이 끝났으니 지금쯤이면 종정시에 산입되었을 겁니다,100143997
