,내용,댓글,댓글쓴이,대댓글여부,id
145,지경개 이중하시는분?ㅠ,,[],,94552282
146,1학년 1학기에 학고받으면 이중전공 신청 못하나요???,"['학점 36점만 넘으면 돼요', '아 34학점이요 ㅈㅅㅈㅅ', '34 안넘어도 신청은 가능해요', '어디로 넣냐에 따라 다르겠지', '그렇군여.... 2학년 되서야 변경신청으로 할수있겠어요ㅠㅠㅠㅠ지금 학점0인뎈ㅋㅋㅋㅋㅋㅋㅋ', '빡센데만 못하구 미달인데는 가능하지않나요?', '오 미달인데가 있나요?? 혹시 어디 주로 미달인지 아시나용???', '언어과 몇개빼고 전부 미달나요', '경영대, 상경대, 사회과학대랑 융합전공 몇개빼고는 경쟁률 1 안넘으니까 신청하면 무조건 돼요']","['익명', '익명', '익명', '익명', '(알수없음)', '익명', '(알수없음)', '익명', '익명']","['parent', 'child', 'child', 'child', 'child', 'parent', 'child', 'parent', 'child']",94521101
147,융소 이중 신청할 때 학점 컷 같은거 있나요..? 부전공으로 신청 되는지도 궁금합니다 ㅠㅠ어디서 찾아봐야 할지도 모르겠구요,['융소 부전 안되구요~ 작년에 3점대 후반이었다네요'],['익명'],['parent'],94475329
148,지비티 이중 어렵나요,,[],,94413598
149,부전공했다가 이중전공으로 올리면 부전공때 들었던 학점은 이중전공 학점으로 옮겨지나요?,['넵'],['익명'],['parent'],94388413
150,브릭스 전공 이중 신청  합격 학점 컷이 몇인지 아시는 분 계시나요ㅠ,"['그냥 다 합격', '아 감사합니다!']","['익명', '익명(글쓴이)']","['parent', 'child']",94371018
151,국통 이중시험 언제쳐?,,[],,94294989
152,1전공이 소수언어고 이중전공 통대 하는거 어때요?,['ㅈ망'],['익명'],['parent'],94292770
153,이중 신청 2학년에 하든 3학년에 하든 1학년 성적으로 뽑나요? 1학년 취득 학점이 34학점 미만인데 그럼 계속 선발 밀리는 건가요 ㅠㅠ,"['ㄴㄴ신청하는 학기까지 학점 합산해서 들어가서 상관없어요', '아 헉 감사합니다 ㅠㅠㅠ']","['익명', '익명(글쓴이)']","['parent', 'child']",94228966
154,GBT 1전공생은 주로 이중전공 뭐하나요??,"['국리', '경제']","['(알수없음)', '익명']","['parent', 'parent']",94225458
155,지식콘텐츠 이중 붙으신 분 들 학점 알려주세요,"['그냥 쓰면 다되지 뭘', '학고만 아니면 됨']","['익명', '익명']","['parent', 'parent']",94161764
156,스페인어 이중 컷이 어느 정도 되나요 ?,['미달이라 쓰면 붙어요ㅎㅎ'],['익명'],['parent'],94147131
157,"본전공은 글캠 유럽언어인데 갖고 싶은 직업이 외교 관련이예요.. 이중으로 설캠 가서 정외를 듣는게 좋을까요 아니면 글캠에서 언어하나 더 하는게 좋을까요? 언어 하나 더 할꺼면 독통 스통 프랑스 중에 고민중이긴 한데, 노베이스여도 괜찮을까요ㅠ 이수학점은 34넘는데, 평균학점이 3초반이라서요...ㅠ","['걍 글캠에서 들으세요..', '걍글캠에서들으세요...']","['익명', '익명']","['parent', 'parent']",94021693
158,보통 경제 이중하려면 3.7~3.8정도로 알고 있는데4학년 때 경제로 이중변경도 저 정도 컷일까요?아님 더 높을까요?,['3학년만 돼도 경제 이중변경 티오 안나는데 4학년때 변경하시려구요...??'],['익명'],['parent'],94020049
159,저만 미컴 이중 공지사항 안보이나요???,"['삭제된 댓글입니다.', '홈페이지에 들어가봤는데 없어서요...', '미컴 평점평균 100%라서 이중 공지사항 떠도 별 내용 없을텐데...ㅠㅠ 질문있으시면 아는대로 대답해드릴수있어요!', '이중하고 싶은데 경쟁률 쎄나요?', '세부전공 세개 모두 경쟁률 2 넘어요. 이중전공으로는 최고 인기학과입니다만 그만큼 배우는게 많고 실용적이라고는 말씀 못드리겠네요...']","['(삭제)', '익명(글쓴이)', '익명', '익명', '익명']","['parent', 'child', 'parent', 'child', 'child']",93842296
160,경영이중 시험 경원론이랑 경초중에 뭘로 공부하는게 더 낫나요??,['차이없음 그게 그거에요'],['익명'],['parent'],93549086
161,저 국금 부전공에서 이중으로 올리려면 학점 어느정도 돼야 할까여?,,[],,93542076
162,현재 경영 부전공이고이번에 이중으로 올리려고 하는데학점이 3.0이 안넘어서요..혹시 어떻게 하면 좋을까요??ㅠㅠㅠㅠ,"['내년에 올리세요', '감사합니다!!', '저도 그런데 혹시 몇 학년이세요??ㅠㅜ', '흑 2-2요ㅠㅠ 어떻게하시게요?', '저도 간당간당ㅠㅠ 그냥 부전할까도 생각중이에요ㅠ', '학번높아져서 티오많이없으면 3.0 조금넘으면 택도없어요..ㅠ', '혹시 외람된 말이지만 부전공 신청하실때도 토익 + 학과필기고사 보셨나요? ㅠㅠ 감사합니다!', '안봤습니다!', '혹시 부전에서 이중으로 바꿀때 학점3.0이상 말고 다른 조건도 있나요??! ㅠㅠ']","['(알수없음)', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명', '익명', '익명(글쓴이)', '익명']","['parent', 'child', 'parent', 'child', 'parent', 'parent', 'parent', 'child', 'parent']",93412631
163,2학년때 이중전공 스통으로 할까 고민중인데 학점받기 어려울까요?,['ㅇㅇ 살다오신 분들의 클라스는 말 그대로 살아있답니다. 다만 그 격차가 넘사벽은 아니라서 공부를 잘 하신다는 자신감이 있으시다면 학습능력으로 3점대 중후반이상은 가능하실지도'],['익명'],['parent'],93196513
164,이중으로 교직이수 할 수 있는 과 있나요?,['이중은 사범대 아니면 없어용..!! 과에서 교직이수하세요~'],['익명'],['parent'],93178623
165,LT 이중전공하면 많이 힘드나요...그리구 커리큘럼은 본전공이랑 같은가요?,"['수강 인원이 좀 애매해서.. 아예 많아서 A받을 수 있는 인원 절대치가 많거나 아예 적어서 삐유형이면 좋은데 11~12명으로 에이유형인게 좀 영향이 커요.. 저는 다른 과 이중하는데 이중수업에선 에이 제로 밑으로 성적 받아본적이 없는 반면 본전공에선 똑같이 노력하는데 그것보다 덜 나와요ㅜ 이중이 많이 들어오면 좀 완화될텐데..', '혹시 엘티 이중전공이신가요??', '본전공이에여', '수업 이중생이랑 본전공생이랑 같이 듣나오??', '네 가끔 1학년수업은 이중용 수업 따로열리기도하는데 그냥 적은 인원으로 들으려고 분반만 해놓은거라 구분은 없어요 본전공애들도 들음', '엘티 이중생인데 윗분 댓글 공감합니다ㅠㅠ 11~14명 강의 때문에 힘들어요ㅠㅠ']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명']","['parent', 'child', 'child', 'child', 'child', 'parent']",93174345
166,1학년 이중전공 신청이 10월 31일부터 라고 들었는데 학과나 학교 홈페이지에 왜 아무런 공지가 없는건가요??지금 2학년 위로는 이중전공 변경 신청있던데...??ㅠㅡ,"['1학년은 31일부터 아니에요~! 11월이에요!', '아!! 감사합니다🤗']","['익명', '익명(글쓴이)']","['parent', 'child']",93119389
167,이중이공계쪽 생각중인데 추천좀,['바메공'],['익명'],['parent'],93041812
168,글로벌지역학이나 브릭스 이중에 대해서 아시는분!,,[],,92937030
169,미컴 이중하려면 학점 4점대 맞아야하는거 실환가요...,"['ㅇㅇ...', '미커말고?', 'ㄴㄴ...', 'ㅇㅇ', 'ㄴㄴ 3.7가능']","['익명', '익명', '익명', '익명', '익명']","['parent', 'parent', 'parent', 'parent', 'parent']",92934365
170,"이중전공 너무 고민됩니다ㅠㅠ 본전공은 영어대이고, 고시 준비를 하겠다 외교쪽으로 가겠다 등 대략적인 방향만이라도 정해져있으면 고르겠는데 저는 몇 해 전부터 꿈이 없어져서 전혀 제가 뭘 하고 싶은지 아직 모르거든요ㅠㅠㅠ그나마 좁힌 게 고시 준비와 대기업 준비는 안할 가능성이 높다 정도인 것 같네요.. 통역 쪽 생각도 하고는 있지만 이것도 마음을 굳힌 게 아니라서요.. 쓰면서도 스스로 답답하네요.제가 이중 신청을 안하고 미뤘다가 변경 때 신청할거라서 들어보고 안 맞으면 다른 과로 변경신청할 수도 없고ㅠ 더 걱정이 많은 것 같아요이중으로 언어를 하나 더 하고 싶은 마음은 드는데 메이저인 중국어에 관심이 있고 원래 좋아하던 언어지만 워낙 잘하는 분들이 많아 조심스럽네요ㅠㅠ(저는 초보자 수준이라..)아예 아랍어 같은 소수언어를 하는 게 나을까라는 고민도 됩니다. 솔직하게 조언해주세요ㅠㅠ","['무난하게 취업하려면 경영 니 꿈 있으면 그 과가거나', '애초에 뭘 할지 모르겠다하는데 조언해줄 수 있는게 한계가 있는 것 같아요..', '글고 타과로 변경 가능하기도 합니다. 정 모르겠으면 무난하게 이중 고르고서 다른 수업 들어보시든가요 대신 학교는 좀 오래다니겠죠', '조언 감사합니다!! 하고 싶은 걸 계속 최대한 구체화해야겠어요.. 어렵네요ㅠㅠ', '중어나 말레이 베트남?', '답글 감사합니다!', '내 전공 중국어.. 전공을 사랑하긴 하지만 양학에 심히 괴롭소 껄 껄 껄', '역시 실력자들이 많나봐요ㅠㅠ 답글 감사합니다!', '뭘할지  확실하지 않다면 경영이나 경제하세요', '조언 감사합니다!']","['익명', '익명', '익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'child', 'child', 'parent', 'child', 'parent', 'child', 'parent', 'child']",91747638
171,국리 이중변경 붙으신 분들 학점 어느정도 되셨나요??,"['나도 이번에 변경하려고..', '4점 중반??', '그 정도인가요 ㄷㄷ..', '변경은 인원 적게 뽑았던 것 같은데...', '3.9']","['익명', '익명', '익명(글쓴이)', '익명', '익명']","['parent', 'parent', 'child', 'child', 'parent']",91699977
172,사학 이중 학점 컷이 어느 정도인가요?쓰고 싶어요! 궁금궁금...,"['미달이면 학점상관없이 붙어요', '오! 감사합니다!']","['익명', '익명(글쓴이)']","['parent', 'child']",91699590
173,부전공 해놓고 나중에 이중으로 올리려면 성적이 잘나와야하는거지 ?? 무슨 기준으로 올려주는거야 ??,['1. 본인 학번 해당과에 여석이 남아있을때 2. 이중 요건 통과하고(학점만 보는 과는 필요없음) 3. 여석 안에서 학점순 선발'],['익명'],['parent'],91689004
174,글캠->설캠 이중전공 가능한 학과중에 평점평균만 보는 과 어디어디 있나요?,"['economics', '정치외교학과', '미컴']","['익명', '익명', '익명']","['parent', 'parent', 'parent']",91669771
175,이중전공 행정이랑 경제중에 어디가 더 빡센가요,"['경제', '경제', '행정', '경제']","['익명', '익명', '익명', '익명']","['parent', 'parent', 'parent', 'parent']",91669667
176,외교관이 되고싶으면 이중으로 정외 국통 국리 경제 중에서 뭐하는게 좋을까요,"['정외! ld는 못하니가', 'ld 이중 가능함 근데 조건이 빡세서 그렇지', '정외하셈 거기서 거기', '닥 ld', 'ㅋㅋ', '你吃饭了吗', '正在吃呢', '정외', '정외요', '정외', '선배 찾아가서 물어보고 결정하세요 에타에서 조언 구하지 말고', '몇 년 차이 안나는 학부생 선배 말고 실제 관련 업종에서 일하고 있는 선배로요~']","['익명', '익명', '익명', '익명', '익명', '익명(글쓴이)', '익명', '익명', '익명', '익명', '익명', '익명']","['parent', 'child', 'child', 'parent', 'parent', 'child', 'child', 'parent', 'parent', 'parent', 'parent', 'child']",91093920
177,1학년 2학기 휴학하신 분 질문 좀 받아주세요아니면 이중전공이나 전과 관련 안내사항 어디서 봐야하는 지 가르쳐주세요!! 찾아봐도 안나오네요ㅠㅠ,"['수강편람 읽으면 나옴 http://e-book.hufs.ac.kr/home/list.php?host=&site=&listPageNow=1&list2PageNow=0&code=11&code2=0&code3=0&optionlisttype=L&searchcode=0&searchcode2=0&searchdate=0&searchkey=&searchval=&searchandor=&dummy=&listPageNow=3&orders=B', '감사합니다!', '이중전공은 5월, 11월에 신청해서 여름방학이나 겨울방학에 시험보거나 그냥 결과 나오는데 전과는 12월에만 신청가능하니까 1학년 2학기 휴학했으면 1년 휴학 후 신청가능하게 됨', '네네 감사해요ㅠㅠ 이중전공은 1학년 1학기, 2학년 1학기 이렇게 다녔어도 내년 5월에 신청 할 수 있는 건가요??? 그럼 성적은 1학년 1학기 성적만 들어가는 거죠..?', '이중전공은 1년에 2번 신청할 수 있는 겁니다. 시험성적은 그 전 학기까지 다 들어가고요. 1-1 그리고 내년에 1-2(본래는 2-1인 년도) 이렇게 들어도 이중 확정은 여름 방학에 나니까 직전학기까지 다 들어갖니다']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'child', 'child']",90936531
178,경영 이중하고 싶은데 토익 점수 제출기간은 보통 12월인가요?,"['ㅇ', '경영대 공지사항 보면 매년 12월 쯤인 거 나옴', '12월 초인가요??']","['익명', '익명', '익명']","['parent', 'parent', 'parent']",90863057
179,행정 이중하려면 학점 최소 컷이 몇인가요?,,[],,90849014
180,국가리더 이중 학점 컷 몇인가요?,,[],,90848954
181,로스쿨 지망생인데 국리 이중이 실제로 로스쿨 진학에서 도움이 어느정도들 되셨나요,"['학점썰리기만하고..... 후', '그럼 그냥 정외를 이중하는게 나으려나요 .', '저는 이중 국리했다가 경영으로 바꿨음요..ㅋㅋ', '로스쿨 가려면 국리하는 게 나아요 학점은 진짜 자기 하기 나름']","['익명', '익명(글쓴이)', '익명', '익명']","['parent', 'child', 'child', 'parent']",90584160
182,"본전공 서양어대고 해외영업 생각중입니다.이중전공 미컴 vs 국통 vs 경영 어떤 게 좋을까요? 개인적으로 수학에 흥미는 없지만... 못하는 건 아니에요.커리에 따른 적성은 미컴에  가장 가깝습니다. 하지만 1전공이 제가 원하던 거라, 이중은 원하지 않는 걸 해도 괜찮다고 생각해요.",['광고피알전공... 팀플 적성 맞으시면 하시고 생각보다 미컴수업 별로라는 분들이 많아서 전필수업 강의평 보고 신중하게 생각해보세요'],['익명'],['parent'],90535450
183,"이중으로 국제통상, 정치외교, 경제학으로 고민중인데 어떤게 더 괜찮나요ㅠ 본인 글캠언어","['위대한 갓정외의 승리다. 정외과 만세~', '외대는 국통 아니면 정외', '국통 꿀잼', '정외', '수학 좋아하면 국통', '정외 뭐배움']","['익명', '익명', '익명', '익명', '익명', '익명']","['parent', 'parent', 'parent', 'parent', 'parent', 'parent']",90233735
184,듣고 싶은 전공이 있는데 지금 학점으로는 안될 것 같아서 나중에 재수강도 하고 다시 메꾸고 변경신청하려 하는데요 그러면 이중신청할때 뭐해둬야해요? 그냥 선택 안하고 변경신청만 하는거예요?,,[],,89913918
185,"(글캠) 이중전공 변경할까 싶은데 조언부탁드립니다ㅠ본전공은 소수어과이고이제 3학년1학기 이수했고 (휴학함)현재 이중 = **영어통번역** 근데 중통으로 이중변경할까 고민중이예요이중학점 이미 42중에서 14학점 들어놨고 지금까지 영통 이중전공수업은 한과목빼고 다 A+받긴 했어요이제와서 이중변경을 고민하는 이유가... 영통 이중하는 의미를 못찾겠어서..ㅠㅠ이미 영어는 잘하는데 굳이 이걸로 이중을 떼워야하나 싶고 현타가 와가지고...중통으로 바꾸고싶은 이유는일단 내가 중국어에 관심이 많고 공부를 계속하고싶은 마음이 있는게 가장 첫번째이고,또 이걸 취준할때 살리고싶은 생각이 많아서..HSK를 따도 5급말고 6급까지 따서 그걸 써먹고싶은데 (취준이든 중드를보든 실생활이든) 내가 이중전공을 중통으로 하면 앞으로 학교를 다니면서도 계속 중국어공부를 할수있고 따로 혼자 hsk를 공부하는거보다 훨 수월할거같단 생각이 들더라구요물론 영통을 계속 이중으로 하면 남은 이수학점이 24학점밖에 안남는데다가 남은 학점도 잘 딴다는 보장은 있지만....중통은 그 보장은 못해도 일단 나중에 도움될거같긴해요하지만 문제는 내 본전공 언어랑 중국어가 대체 무슨 관련이 있나 싶기도하고..ㅋㅋㅋ큐ㅠㅠ조언부탁드려요ㅠㅠㅠㅠ요즘 진짜고민이라...","['후생관 서점에 가면 중통에서 사용하는 교재들이 많죠. 그 중에 몇개를 굳이 사진 않더라도 살짝 들쳐보시길 추천드립니다. 실제 중국어 서적을 보고 적성에 맞을 것 같다면 소신껏 도전해보시고 영 아닌거 같다면 가던길로 가시죱', '저라면 영통 이중은 그대로 냅두는 대신 중국어 공부도 같이 병행해서 자격증으로 스펙을 하나 더 놓을 거 같아요. 중통도 학점 양학 심하다고 하는데 학점도 중요하니까 ㅠㅠ.. 언어는 자격증으로 스펙을 증명하면 되지 않을까요? 플러스 영어도 잘하고 ㅇㅇ..']","['익명', '익명']","['parent', 'parent']",89718079
186,이중을 영어학과하고싶은데 설캠에서할수잇나요? 본인글캠소수어과,"['ㄴ', '불가', '안돼요 영통있잖슴']","['익명', '익명', '익명']","['parent', 'parent', 'parent']",89485173
187,에타보니까 국통 이중생들은 원어 수업 없다던데 사실인가요..??,"['아닌것도 많은거지 아예 없는건 아니에요!', '오옹 감사해요 혹시 국통 이중생이시면 이중 시험 준비 어떻게 하셨나요??', '시험본지가 오래되서 잘 기억은 안나는데... 고등학교 수학 내용 좀 다시 찾아서 공부하고 그랬어요!', '그렇군요..감사해요😊', '거의 없어요!', '근데 교수님들이 영어 용어에 너무 익숙하셔서ㅋㅋㅋㅋㅋㅋㅋㅋ 한국어를 기억 못하실 때가,,,']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명']","['parent', 'child', 'child', 'child', 'parent', 'child']",89470421
188,안녕하세요 1학년 입니다.2학년때 부전공 선택해서 3학년때 이중으로 올리려고하는데 이중 올릴때 1학년때 34학점 들어야하나요?,"['ㅇㄷ', '상관없어요']","['익명', '익명']","['parent', 'parent']",89331081
189,부전공을 이중전공으로 올리는거는 매년있나요?,['매학기 1회 이중전공변경기간에 신청하시면 돼요'],['익명'],['parent'],89228751
190,전공이언어인데 이중도 언어하능거  어떠케생각해여,"['이중언어 이미 정말 잘하는거 아니면 비추입니다', '요즘 영어학과 메리트없다는말있는데 영어통번역같은거 이중하는거 어떠케 생각하세요?', '저는 그쪽으로 살리실거면 괜찮다고 생각해요! 학위가 나오는게 중요한건지 생각해보시면 빠릅니다!', '아하 댓글 감사합니다!!']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",89227487
191,글캠 동남아쪽 언어가 전공인데 설캠 아랍어과 이중할수있나요?,"['삭제된 댓글입니다.', '왜요???', '아아 그렇군요 감사함니다!!!', '아랍어 하지마 제발..']","['(삭제)', '익명(글쓴이)', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'parent']",89227311
192,수학은 그럭저럭 좋아하는 편이지만 경제는 싫어하고 현재 경영 이중을 할 수 있는 여건이 안되어서 고민중ㅠㅠ국통 이중을 하는게 나을까 아니면 경영 부전해서 나중에 이중으로 올리는게 더 나을까,['국통'],['익명'],['parent'],88935388
193,학과마다 이중전공 선택시 필요사항 같은건 어디 적혀있어요? 예를 들어 토플 점수가 필요하다던가 이런거요!!,['https://www.instagram.com/p/BqgxGdXDt6v/?igshid=qewslzoagpfv'],['익명'],['parent'],88863892
194,국통이중관련 고민입니다ㅠㅠ 이번학기 처음으로 이중 수업 들어보고 있는데 principles of economics를 수강하고 있습니다. 경원론은 국통커리 1학년에 해당하는 과목인데 저한테는 이것도 너무 어렵게 느껴집니다...다들 취업할때 상경계열 학사가 있어야 한다고 해서 국통을 택하기는 했는데 너무 어렵게 느껴지다보니 이중을 포기하고 전공심화를 택해야하나라는 고민을 하게 되었습니다 어렵지만 억지로 끌고가서 낮은학점+상경학사가 더 나은걸까요 전공심화로 단일전공이지만 높은학점을 얻는게 취업에 더 나을까요,"['경원론1도 안듣고 2를 들으니까 어렵쥬', '22222222', '1학기 과정 들으셔유..']","['익명', '익명', '익명']","['parent', 'child', 'parent']",88757872
195,혹시 LT 이중하시는 분ㅠㅠ!!,"['저용', '엘티는 영어 성적 높으면 학점 3.8이상도 지원 가능하다 그러는데 학점이 안높아도 붙기도 하고 그러나요,,,?', '그리고 혹시 보통 합격하는 학점이 어느정도인가요,,,,,?', '저는 영어성적이랑 성적 4점대인 상태로 지원해서 붙은거라 잘 모르겠어요ㅠㅠ', '아 넵 감사합니다ㅠㅜ!', '나 3.5안넘는데 붙음', '엥?????', '아 나 이엘엘티인줄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '저요', '혹시 학점 최저만 충족해도 붙기도 하나요,,,? 영어성적으로 커버칠 수 있나요?', '그건 모르겠어요ㅠ 저도 학점 4 넘은 상태로 지원한거라ㅠ']","['익명', '익명(글쓴이)', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명', '익명', '익명', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'child', 'child', 'parent', 'child', 'child', 'parent', 'child', 'child']",88462106
196,경제학과를 전공하고자 하는데 제가 1학기 학점이 많이 안좋습니다. 그래서 시험으로 만회할 수 있고 성격도 비슷한 거 같은 국제통상학과를 쓴 다음에 붙고 나서 후에 경제학과로 이중전공변경을 하려는데 이렇게 하는게 낫나요? 아니면 경제학과를 부전공으로 한 후에 나중에 이중전공변경을 경제학과로 하는 게 낫나요?,"['첫줄에 경제학과를 이중전공 하려고 하는겁니다.', '당연히 후자요', '경제학을 이중변경하려면 더 힘들어요 티오도 얼마 안 나는데 그럼 학점이 더 중요해지니까 부전공하는 동안 학점부터 만들어야 하는데 학점을 만들려고 국통 이중을 한다? 이건 좀 힘들고요... 그리고 국통은 경제 진도가 매우 빨라서 잘못하면 경제 자체에 흥미를 잃을 수도 있을 듯해요', '결국 답은 후기이중전공인가요??', '2학기 학점 열심히 만드시고 경제학 소신 지원하세유 안 되면 부전하시면서 학점만드시고 이중변경 시도해보세요!']","['익명(글쓴이)', '익명', '익명', '익명(글쓴이)', '익명']","['parent', 'parent', 'child', 'child', 'child']",88326698
197,국제통상 이중전공배정 시험 난이도는 어떤편인가요?,"['그렇게 어려운건 아니예용!', '영어는 무슨책으로 대비하는게 좋나요?', '저는 영어는 따로 공부안했고 수학만 수능특강사서 풀었어용!!', '당연히 가형으로 대비해야겠죠??', '아뇨!! 나형이면 충분해요!!', '혹시 시험 날짜 나왔나요?????', '아뇨 그냥 물어본거']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명', '익명(글쓴이)']","['parent', 'child', 'child', 'child', 'child', 'parent', 'child']",88291857
198,"유럽 언어 전공하고 있는데(글캠이예요.) 유럽 언어 하나 더 하는걸로 이중하고 싶은데, 별로일까요...?ㅠ 다들 중통으로 하든, 스통으로 하는게 더 나을 수도 있다고 하는데 어떻게 생각하시나요..??","['삭제된 댓글입니다.', '전공은 러시아어예요. 동유럽 언어로 배우고 싶어요!!!', '삭제된 댓글입니다.', '그럼 이중 공부가 수월할까요?????', '우크라이나어', '슬라브계열 언어 하면 공부하기 수월해요 문법 체계나 용어같은것도 거의 비슷하더라구요', '감사합니다!!', '공부하기 훨씬 수월할꺼에요 전문성도 있고요~ 추천합니당~ 왜 난 이 생각을 3년 전에 못했을까~', '감사합니다!']","['(삭제)', '익명(글쓴이)', '(삭제)', '익명(글쓴이)', '익명', '(알수없음)', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'parent', 'child', 'parent', 'parent', 'child', 'parent', 'child']",88243514
199,정치외교 이중전공하고싶은데 학점 3.2거든요ㅠㅠㅜㅜ 2학기때 열심히하면 이중전공으로 할수있을까요ㅜ,"['그정도는 안 될 거 같은데요ㅠ', '무조건할수있음 왜냐면  떨어지더라도 매학기 변경신청하면됨', '저 그럼 변경신청 하는동안은 그냥 이중전공은 없는 상태로 신청만 하는거예요??', '특히 3학년이후로는 변경하는사람없어서 거의됨', '만약에 1,2지망 신청 다 떨어지면 어떻게해요,,?', '요즘은3지망안쓰나? 나는 화석학번인데  그냥  경제자선으로 쭉들어놓았다가 3-2까지 계속 변경신청하다 결국 됨 자리가 결국에는 나더라', '좀 더 알아봐야겠어요ㅠㅠㅠㅠㅠ 감사합니당:)!']","['익명', '익명', '익명', '익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'parent', 'child', 'parent', 'child', 'child', 'child']",87924691
200,엘티 이중 어떤가요?,"['엘티 이중으로 들을수있음?', '조건이 까다롭긴 하지만 가능한 걸로 알고있어요', '좋아요', '좋아요', '좋아요', '조건이 근데ㅠ개까다로워']","['익명', '익명(글쓴이)', '익명', '익명', '익명', '익명']","['parent', 'child', 'parent', 'parent', 'parent', 'parent']",87706794
201,이중전공으로 국통이나 경제하고 싶은데 학점도 중요하겠지만 이수학점이 높을수록 유리한가요?,['nope'],['익명'],['parent'],87583707
202,국통에서 경제로 이중전공 변경하면 Principles of Economics 랑 Statistics 경제학점으로 인정되나요?,['ㅇㅇ'],['익명'],['parent'],87583615
203,부전에서 티오날 때 이중 들어가는거랑 후기이중이랑 완전히 같은 개념인가요?,,[],,86549830
204,경영 이중시험 언제부터 준비할까요?,"['삭제된 댓글입니다.', '감사합니다!! ㅎㅎ 보통 시험이 1월에 있나요?', '시험 종강하고 바로 다음주예요', '헉...감사학니다........전 미리 해둬야겠네요ㅠ', '경영은시험뭐봐요', '경영학원론이요', '1학년인데 지금부터 준비해야 하나요?']","['(삭제)', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명', '익명', '익명']","['parent', 'child', 'parent', 'child', 'parent', 'child', 'parent']",86142737
205,경영 부전에서 이중올리는거 전체 성적이필요한거죠?,,[],,86108234
206,gbt 부전인데 이걸 이중으로 바꾸려면 학점 몇정도 되야하는지 아시는 분 있나요??,,[],,84464848
207,글캠에서 설캠 이중전공 행정이나 정외 경영 많이 힘들까요ㅠㅠ?,"['힘들다는 게 어떤 면에서 힘든건지? 체력적으로 힘든 건지, 합격하기 힘든건지, 수업 따라가기 힘들다는건지', '아아 합격가기가요!', '학점 3.8 정외합격 티오 10명이엇음 19년도1학기신청했어요', '오오 감사합니다!']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'parent', 'child']",84021960
208,글캠인데 설캠 이중전공 가능한거 뭐뭐있나요?,"['글캠에 있는 언어 제외', '교육과는 안될걸요?']","['익명', '익명']","['parent', 'parent']",83896779
209,"산공과 다니고 있는 2학년입니다😂! 이번학기부터 이중 시작하려고 하는데 제가 인문이나 언어쪽이 너무나도 안맞아서 고민입니다ㅠㅠ꾸역꾸역 인문,언어 계열 이중을따서 이과+문과 메리트를 살린다VS못하는거 억지로 해서 학점 망할바에 자대,공대쪽 이중을 다닌다언어쪽은 일통 생각하고 있고자대 이중 은 화학이나 생명 생각하고 있습니다! 많은 조언 부탁드려요ㅠㅠ",['일통은 메리트 진짜 1도 없고 레드오션인데 상황도 암흑기라서 더 할 필요 없을 것 같고요 만약에 연구 좋아하시면 생명 요새 전망 괜찮다고 하니 생명 이중하는 것도 나쁘지 않을 것 같아요 근데 언어는 이중 안한다 해도 영어는 그래도 완전 잘해야 기본은 가는 거 아시죠? 토익 900 토익 스피킹 등등 다 필수니까 그건 놓치지 마세요'],['익명'],['parent'],83894352
210,마인어 이중이신분??,"['넹', '이번부터에요???', '한학기했어요']","['익명', '익명(글쓴이)', '익명']","['parent', 'child', 'child']",83729105
211,3.5인데 행정 이중 가능할까요,,[],,83675783
212,"EICC 학과로 이중을 변경하려고 하는데요,혹시 학점컷이 어떻게 되나요?",['익씨 프리패스로알고잇음'],['익명'],['parent'],83614001
213,지식콘텐츠학과 이중 성적얼마나 돼야되나요? 많이 높은가요?,,[],,83393022
214,경영 이중 미리 공부할려고 하는데 경영학으로의 초대(?) 보고 공부하면 되는거죠? 범위나 책 공지 언제쯤 나오나요...,"['1달전에해도 충분..', '미리 조금씩 해놓게요ㅠㅠ', '구냥 토익점수나 따세요', '이미 있어요', '시험 떨어졌다는 선배들 많다고 들어서요 머리가 참 좋으신가보네요 감사합니다', '다봤으면 글지울께요']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'child', 'child', 'child']",83385693
215,독일어 이중전공 학점높아야하나요?,,[],,83380592
