,글쓴이,내용,더보기,id,작성시간,좋아요,댓글 수
830,익명,"조교님 안녕하세요!우선 전 1학년이고, 경영 이중전공 희망합니다!그런데 이번 경영 이중시험 날짜에 해외에 있을 예정이라 2020-1 끝내고 경영 이중전공을 신청할 생각입니다.이번 이중전공 신청 기간에는 어떻게 해야 할까요?1. 다른 전공 이중신청 -> 내년에 경영으로 변경신청2. 이중신청X, 경영 부전공 -> 내년에 이중으로 변경그리고 이중을 변경하면 추가학기를 다녀야 한다고 들었는데 이건 1, 2 상관없이 해당되는 걸까요?",1,95011776,2019-11-25 3:57,0,1
831,익명,"조교님 안녕하세요! 이중전공 관련해서 질문이 있어 찾아왔습니다!!저는 1학년 2학기를 재학 중인 학생입니다.저는 베트남어과 이중전공을 지망하고 있는데 안타깝게도 현재 토익이 없어 우선 부전공으로 베트남어과를 신청하고 토익 취득후, 2학년 이중전공 변경기간에 베트남어과 이중전공을 신청하려고 합니다. 1) 이번 11월25일부터 신청하는 이중전공 신청기간에 저는 아무것도 신청하지않아도되는건가요?2) 베트남어과 부전공 관련 정보는 어디서 볼 수 있나요?3) 부전공일때 들었던 베트남어과 학점은 (이중으로 바꾸었을때) 이중전공 학점으로도 인정이 되나요?4) 첫 이중",1,94986837,2019-11-24 22:27,0,5
832,익명,"조교님 안녕하세요! 이중 관련 몇 가지 질문드립니다1) 제가 융지를 이중으로 하고 일언문 과목을 교차수강하고 싶은데, 어떤 과목이 교차수강 가능한지 알고 싶습니다.2) 에타를 보니 융지를 이중으로 하면 인턴십을 할 때 학점 인정을 못 받는다는 얘기가 있던데, 구체적으로 무슨 이야기인지 알고 싶습니다.날씨가 많이 추워졌는데 감기 조심하시고 따뜻한 겨울 되시기 바랍니다~!:)",1,94941245,2019-11-24 12:13,0,4
833,익명,"조교님 번거롭게 해서 죄송합니다.저는 12월 20일 종강하고 2019년 12월 24일 입대예정입니다.군휴학을 2020년 2월 3일~7일 휴학신청기간에 해야하나요?종합정보시스템에 지금 2019년 2학기 휴학/복학 신청이라고 나와있는데, 지금 여기에 군 입영일, 전역일 쓰고 통지서 메일로 보내도되는걸까요??",0,94939995,2019-11-24 11:45,0,1
834,익명,조교님 안녕하세요! 제가 3학년이고 1학년 말에 이중 신청해서 듣고 있는데 지금도 이중 변경 가능한가요?ㅜㅜ,0,94915631,2019-11-23 23:44,0,1
835,익명,"조교님 안녕하세요! 이중전공 관련해서 질문드립니다. 저는 지금 1-2 재학중인데, 이번에 경영학부를 이중전공으로 신청하려고 합니다. 그런데 만약 이번에 경영학부 이중신청에 탈락한다면, 경영학을 부전공으로 신청해서 듣고 내년에 이중전공변경때 다시 이중전공을 신청해도 되나요??",0,94895313,2019-11-23 18:55,1,2
836,익명,조교님 안녕하세요~ 한국외대 학생들을 위한 포토샵 일러스트 무료 온라인 강좌가 따로 개설되거나 혜택이 있는 게 있을까요? 제가 어렴풋이 들었는데 정확하게 기억이 잘 안 나서요 항상 감사드려요~,0,94891554,2019-11-23 17:56,0,1
837,익명,안녕하세요 조교님! 제가 통대생으로 지금 3-2를 다니고있습니다. 이번학기까지 하면 25학점이 남습니다. 근데 제가 내년 여름에 마지막으로 해외연수를 갈 예정이라 거기서 3학점을 쓸 예정인데 그러면 22학점밖에 남지않아서 4-1에 12학점을 듣고 4-2에 남은 학점을 들으려고 하는데 최저학점이 채 안채워져도 학교 등록은 가능한가요? 등록금은 그대로인가요?,0,94890029,2019-11-23 17:32,0,2
838,익명,"조교님 항상 감사드려요!다름이 아니라 2020학년도 영미권 프로그램 지원이 1월 8일 수요일부터 1월 16일 목요일까진데, 혹시 그럼 계절학기 성적이 반영될 수 있을까요?",0,94859808,2019-11-23 2:57,0,2
839,익명,"조교님 항상 수고하십니다!일단 저는 1학년이고 이중신청에 대한 질문입니다제가 지금 이중으로 경제를 하고 싶은데 만약에 떨어진다면 부전공으로라도 경제를 하고 싶거든요 만약 이중에 떨어지면 그냥 부전공 신청기간에 다시 부전공 신청해도 불이익 같은건 없는거죠,,?",0,94855991,2019-11-23 1:48,0,1
840,익명,"조교님!! 재수강에 대해 질문이 있어요일단 저는 1학년이고 1학기때 C쁠 받은 과목을 지금 2학기에 재수강 하고 있습니다어제 금요일이 학기 4분의3선이라서 이후에 C받았던 과목을 삭제할 수 있다고 얘기를 들은거 같은데 그 절차를 모르겠어서요ㅠㅠㅠㅠㅠㅠㅠㅠ제일 최근 수강편람에는 이전 성적 삭제 시기랑 이전 성적처리 방식만 나와있습니다,,,,혹시 제가 따로 삭제를 안해도 알아서 이전 과목이 사라지는 건가요,,,???? 수강편람에는 이렇게만 나와있네요 혹시몰라서 사진 첨부합니다그럼 수고하세요!!!",1,94855000,2019-11-23 1:34,0,2
841,익명,"조교님 학석통합에 관해 질문드립니다..!! 제가 지금 2학년 2학기 준비중이고 이번학점까지 포함하면 총 70학점을 듣게되는데, 학석사통합과정 신청조건이 3학년 1학기까지 94학점이상 수강해야 하더라구요 ㅠㅠ 혹시 3학년 여름계절학기 학점이 포함될수있는지 궁금하고 , 신청은 언제해야하는지 궁금합니다!",0,94818080,2019-11-22 17:35,0,1
842,익명,조교님 내년 2학기때 휴학하고 어학연수 갈 예정인데 유학원을 통해 어학원에서 공부할 예정인데 이것도 학점인정이 가능한가요?,0,94811918,2019-11-22 16:11,0,1
843,(알수없음),조교님..... 제가 휴학이 작년 9월부터 내년 9월까지로 되어있는데 내년 3월에 복학할수는 없는건가요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ???,0,94811619,2019-11-22 16:07,0,2
844,익명,"안녕하세요 조교님!자퇴 관련하여 질문이 있어요이번에 휴학 후 수능을 다시 보았는데요다른 학교에 재입학하려면 자퇴를 해야 하잖아요다른 학교 합격 발표 후~등록 전 그 사이에 자퇴해야하나요?아니면 자퇴를 미리 해놔야 합격에 문제가 없는건가요?또, 자퇴 수속은 학과장실에 따로 물어야 하나요, 휴학처럼 인터넷으로도 신청 가능한가요?",1,94808457,2019-11-22 15:22,0,2
845,익명,"수고하십니다!변경 전 이중전공(산업경영공학과)한 과목에서 F를 맞았는데이중전공을 변경하면서 F가 자선학점으로 넘어갔습니다.이때, 해당 과목으로만 재수강 가능한건가요아니면 다른 교양과목으로 대체 가능한가요?그리고 교양과목으로 대체 가능하다면 계절학기 과목으로도 연결 가능한가요?",1,94795197,2019-11-22 12:05,0,1
846,익명,안녕하세요 조교님:)이중전공 변경 관련해서 문의드립니다1. 변경 기간에 서울캠 경영으로 변경하였는데다시 글캠 gbt로 변경하고 싶어졌습니다이런 경우에는 다음 변경 기간을 기다려야 하는거겠죠?2. 5월?에 있을 변경 기간에 gbt로 변경했다고 가정한다면20-1학기 수강신청때 gbt 수업을 수강하면 나중에 전공학점으로 인정되나요?,1,94773949,2019-11-22 1:14,0,4
847,익명,"안녕하세요 조교님!졸업 요건 전공 이수 학점이 54학점인 것으로 알고있는데 54학점 이상 전공 과목을 수강할 경우 잔여학점은 자선으로 들어가나요? 아니면 그냥 의미없는 학점으로 남나요?예를들어, 전공학점을 60학점 이수할 경우, 6학점은 자선으로 가나요 아니면 그냥 의미없는 잔여학점에 불과한건가요??",0,94741131,2019-11-21 18:48,0,1
848,익명,안녕하세요 조교님.전과를 하고싶은데 이중전공 관련해서 너무 복잡해서요.곧 이중전공과 전공심화를 같이 신청하잖아요.제가 전과를 한 후 그 전공을 살려서 전공심화를 하고 싶은데요! 그럼 전공심화를 신청한 후에 전과를 하면 되는 것인가요? 부전공도 이런식으로 신청하면 되나요?항상 수고해주셔서 감사드려요:),0,94723477,2019-11-21 14:43,0,4
849,익명,안녕하세요 조교님!4학년 1학기 학생도 국제금융학과 졸업 조건 자격증을 제출해도 돼나요??,0,94717813,2019-11-21 13:21,0,1
850,익명,안녕하세요 조교님궁금한게잇는데 영어 일본 중국을 제외하고는 나머지 국가들은 학과선발 혹은 우수선발로 파견학생 뽑자나요 그럼 전공국가가 아닌 다른 나라에 학과선발로 가는 방법이있나요? 우수선발은 성적이 안되서 못가구요,0,94703711,2019-11-21 9:45,0,4
851,익명,"안녕하세요 조교님!!사이버한국외대 계절학기때 학점교류시,타 대학들은 학고 홈페이지에 첨부파일로 올라와있는 수학계획서 등을 작성하여 교류신청을 해야하는데사이버한국외대 수업으로 학점교류를 할 경우에 수학계획서와 같은 첨부파일은 작성하지 않고 사이버 외대 홈페이지에서 학번을 발급받아 수강신청이 가능한가요?",1,94698012,2019-11-21 4:27,0,1
852,익명,조교님 수고많으십니다제가 다음학기 7+1파견인데요국가장학금은 신청할 필요가 없는건가요??,0,94690223,2019-11-21 1:21,0,1
853,익명,"조교님 안녕하세요! 휴학관련해서 여쭤보고 싶습니다4-2까지 졸업학점을 다 이수하지 못해서 추가학기를 들어야 하는데, 추가학기 전에 휴학도 가능한가요?4-2 (가령 130학점 이수) > 휴학 > 추가학기 (남은 4학점 이수) > 졸업이렇게 진행하는 것이 가능한 지 여쭤보고 싶습니다!!",1,94680135,2019-11-20 23:40,0,2
854,익명,"안녕하세요 조교님! 이제 다음 주면 바로 이중전공/부전공 신청기간인데, 모르고 궁금한 게 있어서 순서대로 질문드리고자 합니다. 1. 인문대학에 속한 학과끼리는 이중전공과 부전공이 가능하나요? 제 학과가 언어인지과학과이고 이중전공이나 부전공으로 희망하는 학과 중 철학과가 있는데, 학과 사람들한테 물어봤더니 일단 안 된다고 하지만 확실치 않다고 답변받아서 조교님께 여쭙고자 합니다. 2. 이중전공, 부전공, 융합전공 상관없이 셋 다 학위로 인정받을 수 있나요? 그리고 후기이중전공은 부전공을 신청한 해의 다음 해 4월에 신청하는 것인 지 궁금합니다. 3. 진로와 학과와",0,94644694,2019-11-20 16:51,0,2
855,익명,"조교님 안녕하세요. 제가 현재 2학기 연속으로 휴학하고 있는데 (군휴학이라고 했지만 군대에 못 가서 계속 휴학 중이고, 따라서 서류도 제출하지 않았습니다..) 한 학기 더 휴학은 하면 안 되나요? 불이익이 있는지 궁금합니다 ㅠㅠ",0,94642267,2019-11-20 16:19,0,7
856,익명,안녕하세요 조교님 이중전공 관련해서 질문드려요!이중전공 경영시험은 언제 실시하나요?,0,94623085,2019-11-20 11:57,0,1
857,익명,안녕하세요 조교님제가 국장으로 전액장학금을 받고있는데 그러면 수직으로 근무해도 수직장학금을 받지 못하는 것이죠?? 등록금 내에서만 받을 수 있는건가요?,0,94619030,2019-11-20 10:56,0,1
858,익명,안녕하세요 조교님!! 이중전공에 관해 질문이있습니다통대는 이중전공 최소 이수학점 42학점을 들어야한다고 알고있는데 제가 신청할 국가리더는 모든 수업을 들어도 27학점밖에 안됩니다(에타 시간표에 뜬거 보고 계산해봤습미다. 전공교류해도 6학점밖에 인정안해줘서 최대 33학점) 이런 경우는 어떻게 하면 되나요?,0,94590179,2019-11-19 23:42,0,8
859,익명,안녕하세요 조교님!!! 이중전공과 부전공의 차이를 알려주세요~(들어야하는 과목(?)수라든가 뭐 그런거요ㅠ),0,94583584,2019-11-19 22:38,0,3
860,익명,조교님 안녕하세요!제가 졸업 유예를 하고싶은데 이러한 상황에서도 졸업유예가 가능한지 궁금해서 문의드립니다.필요한 학점 모두 이수1전공과 이중전공 모두 졸업논문 통과하였음.이중전공에서 졸업읗 위해 요구되는 플렉스성적표 제출그리고 토익성적만 제출하지 않으려고 하는데 그러면 다음학기 졸업유예가 가능한건가요? 이중전공 과사에 플렉스 성적표를 제출해도 토익성적표만 제출하지 않으면 되는지 궁금합니다!,1,94573082,2019-11-19 20:51,0,1
861,익명,조교님 안녕하세요? 계절학기 수강에 대해 질문 있어 글 남깁니다!제가 현재 2019-2는 휴학 중이고 2020-1에 7+1파견을 갑니다! 이럴경우 이번 겨울 학기 계절학기가 가능하나요???,0,94561183,2019-11-19 18:24,0,1
862,익명,"안녕하세요 조교님,통번역대학원 한중과도 학석사연계과정을 통해 진학할 수 있나요?",0,94546194,2019-11-19 15:00,0,1
863,익명,안녕하세요 조교님!계절학기도 선착순 수강신청인가요?,0,94536458,2019-11-19 12:38,0,1
864,익명,조교님 안녕하세요. 19학번인데 학점이 34학점 미만입니다. 그래서 궁금한게 있는데 이번에 아예 신청을 안하고 2-1학기가 끝나고 이중전공을 신청할 경우 별다른 불이익은 없다요? 2학년이라고 해서 이중전공 신청이 불리한다던가..,0,94532108,2019-11-19 11:38,0,1
865,(알수없음),안녕하세요 조교님! 저는 18학번으로 입학을 했는데 학교를 아예 안다녀서 학사경고를 받고 내년에 복학하려고 합니다. 이 경우 2020년 1학기에 재수강을 해서 2018 1학기 성적을 만회하고 2020년 2학기에 이중전공 신청을 할 수 있는 건가요?,0,94521022,2019-11-19 7:15,0,4
866,익명,안녕하세요 조교님!저는 현재 경제학 전공으로 경영을 이중전공하는데 경제통계학과 경영통계학은 각 전공의 전공필수 과목이면서 서로 중복수강이 불가능한 과목입니다! 제가 경제학통계는 이미 수강한 상황인데 이런 경우에 경영통계학을 들어야하나요? 아니면 한 과목만 들어도 두 전공필수 조건을 모두 만족시키나요? 답변 기다리겠습니다 감사합니다!,0,94519413,2019-11-19 4:03,0,1
867,익명,조교님 고생이 많으십니다7+1 프로그램을 지원받은 학생들에게통번역단대에서 경비를 일정 지원 해준다고 하는데신청하는 방법을 몰라 조언을 구합니다?????♂?,0,94501681,2019-11-18 23:50,0,1
868,(알수없음),조교님! 학교 홈페이지에 융합전공별 운영 현황 보니까 세계문화예술경영은 수업캠퍼스가 글로벌이라고 나와있는데 그럼 서울캠퍼스에서는 아예 수업을 안하는건가요ㅠㅠ?,0,94482171,2019-11-18 20:33,0,1
869,익명,조교님 계절학기 등록금은 언제 내야 하나요...?ㅠㅠㅠㅠㅠㅠㅠ,0,94464738,2019-11-18 16:46,0,3
870,익명,조교님 안녕하세요제가 이중전공 학점을 채우려고 교환학생이나 7+1을 생각하고 있는데 4-1학기에도 갈 수 있나요? 현재 2-2학기 재학중입니다,0,94443918,2019-11-18 11:43,0,1
871,익명,"조교님 안녕하세요!계절학기 수강지침서를 보면 계절학기 성적은 장학생 선발 등에 관한 학점 인정 및 평점계산에는 산입하지 않는다고 되어있는데요, 일반학기에 들은 과목을 재수강하는 경우에도 인정되지 않는 건가요?",0,94435246,2019-11-18 9:11,0,1
872,익명,조교님 안녕하세요계절학기때 재수강을 하고 싶은데 재수강 하고 싶은 과목을 골라서 들으면 되는건가요? 신청을 다르게 할 필요 없는 건가요?,0,94433798,2019-11-18 8:25,0,1
873,익명,조교님 안녕하세요. 이수학점 관련해서 질문드려요.교양외국어 최소 4학점 이상을 무조건 들어야하는데 1학년때 2학점만 듣고 미루다가 까먹었네요... 지금 막학기중인데 교양외국어2학점 부족한 상태로 134학점이 채워진다면 계절학기로 교양외국어 이수학점 챙겨서 136학점으로 졸업 할 수 있는건가요?매번 친절하게 알려주셔서 감사합니다 ㅠㅜ,1,94432588,2019-11-18 7:08,0,1
874,익명,안녕하세요 조교님계절학기와 추가학기 관련하여 질문드립니다현재 4-1 재학 중인데4-2 끝나고 계절까지 풀로 들으면 143학점이라추가학기를 들어야하는 상황입니다혹시 추가학기로 5-1을 듣고 그 학기가 끝난 직후 계절학기를 또 들을 수 있는지 궁금합니다 :(,1,94431055,2019-11-18 4:23,0,4
875,익명,"조교님!rotc 1학년,2학년 신청가능하다고 들었는데 제가 지금 2-1학기 수료하고 휴학상태인데3월에 2-2학기 복학한 후에 rotc 신청가능한가요?",0,94395872,2019-11-17 20:55,0,1
876,익명,안녕하세요. 조교님제가 세게문화예술경영을 이중전공으로 신청하려고 하는데 조건이 있나요? 경영처럼 토플/토익 성적과 시험을 봐야하나요? 학점은 어느정도 되야 신청할 수 있나요?,0,94355215,2019-11-17 9:57,0,2
877,익명,안녕하세요 조교님 글캠인데 이중전공으로 국가리더를 하고 싶은데 전공시간표와 많이 겹쳐 고민이됩니다 국가와 사회라는 교양 카테고리에 전공 인정해주는 강의가 있다고 들었는데 어디서 찾아볼 수 있는지 알고 계시나요? 참고로 국리 홈페이지에 들어가봤지만 찾지못했습니다 ㅠㅡㅠ..,0,94348706,2019-11-17 2:47,0,3
878,익명,조교님 안녕하세요! 지금 일학년 학생인데 이중전공 신청에 있어 궁금한 점이 있어 문의드립니다 서울캠퍼스 경영학과를 부전공으로 신청할때도 혹시 학과내 경영학 시험과 토익성적을 필요로 하는지 여쭤봅니다:),0,94329205,2019-11-16 22:36,0,2
879,익명,안녕하세요이번에 계절학기로 영어 들으려고 하는데제가 창조반인데 창조는 설글 둘다 안열렸더라구요저는 글캠학생인데 서울에서 평화반 수강 가능할까요?,0,94299199,2019-11-16 14:50,0,2
880,익명,"조교님 안녕하세요현재 아빠회사에서 학자금을 받고 있는데교환학생은 우리대학 그대로 지원해주고, 칠쁠일은 외국대학 등록금지원해주고,자비유학은 우리대학꺼만 해주나요?",0,94290743,2019-11-16 12:25,0,1
881,익명,"조교님 안녕하세요. 1. 7+1혹은 교환가고 싶은데 외국대학중 우리대학과 체결하지 않은 대학 선택해서 갈수있나요?2. 선택해서 갈 수 있다면, 제가 아랍에미레이트 대학에서 한학기동안 수학하고 싶은데 그 대학교에 직접 문의해야하나요? 아니면 국제교류팀에 여쭤봐야하나요?3. 만약에 7+1을 가면 외국대학에 등록금 납부하는건데 저희 아빠 회사에서 등록금을 지원해주셔요 근데 칠쁠일 갈때 외국대학에 납부하는거도 똑같이 지원가능한가요?",0,94290103,2019-11-16 12:14,0,1
882,익명,조교님이중전공 변경횟수 모두 소진했는데 이중 버리고 전공심화 부전공으로 바꾸고싶습니다. 가능한가요?ex) 이중ㅡ 중문 에서 전공심화+부전공 경제,0,94289051,2019-11-16 11:53,0,2
883,익명,안녕하세요 조교님현재 토익을 제외한 모든 졸업 요건을 갖추었습니다.졸업을 원할때 토익점수를 제출하면 된다고하는데학기 등록을 해야 토익 점수 제출이 가능한건가요? 아니면 그냥 유예상태에서 학기 등록 할필요 없이 토익 성적만 제출하면 되나요?,0,94269022,2019-11-16 0:38,0,1
884,익명,안녕하세요 조교님! 이중전공 변경 관해서 질문드립니다. 국제통상학과는 이중전공 변경으로 신청하지 못하는 과인가요? 감사합니다??,0,94257123,2019-11-15 22:20,0,2
885,익명,"안녕하세요 조교님!학석사연계에 관련하여 질문드립니다.이중전공으로 학석사연계해서 대학원에 갈건데현재 이중전공 학점이 모두 채워진 상태입니다.학석사가 대학원에서 들을 9학점이 이중 학점으로 인정된다고 알고 있었지만,,이중 학점이 필요없는 경우, 혹시 이 9학점이 교양으로 인정가능할까요?",1,94254653,2019-11-15 21:49,0,1
886,익명,안녕하세요 조교님. 현재 1-2재학중인데 2-2에 교환학생가는거 1월에 신청하고싶습니다이번 겨울계절학기때 나오는 성적까지 포함되는건가요?,0,94248580,2019-11-15 20:27,0,2
887,익명,안녕하세요 조교님. 교환 혹은 7쁠일 신청하려하는데 3.0이 안넘어서요 ㅠ 혹시 미달인곳은 3.0안되는 성적으로 붙은 사례가 있나요?,0,94248077,2019-11-15 20:20,0,3
888,익명,안녕하세요 조교님제가 다음학기 2학년으로 복학예정인데 이중변경신청을 못했습니다.변경희망하는 전공 수업을 미리듣고 나중에 변경하면 학점을 인정해주는걸로 알고있습니다.이러한 방식을 취할때 들을수있는 강의가 제한이거나 변환되는 학점에 제한이 있을까요?,1,94186741,2019-11-15 0:43,0,2
889,익명,다음학기에 전공 수업을 아예 안들으면 성적을 아무리 잘받아도 성적 장학금 수혜 불가한가요?,0,94170656,2019-11-14 22:00,0,1
890,익명,조교님 편하실 때 댓글 부탁드려요 ㅎㅎ코트라현장실습을 하고싶은데 이번엔 아쉽게 준비 기간이 짧아서 못할 거 같고다음 학기에 도전해볼까 합니다 근데 다음학기면 제가 4-2학기라서요!공지를 보니 9학기까지 다니는게 보장이 확실히 되면 지원 가능하다도라구요제가 전공졸업학점이 1학점 남아있는 상태인데(교필은 다 들었고 부전을 1학기에 채우고2학기 코트라가 되면 자선으로 채울까 합니다 ㅎㅎ)9학기에 3학점 전공 등록한다고 하고 다녀올 수 있는건가요??,1,94169094,2019-11-14 21:44,0,3
891,익명,"안녕하세요 조교님교양외국어 관련하여 질문드립니다.영어대 14학번의 경우 교양외국어 1,2 가 필수인데이를 대체할 방법이 외국어 연수평가원 밖에 없는건가요 ? 감사합니다",0,94146139,2019-11-14 16:58,0,4
892,익명,안녕하십니까 조교님!휴학기간초과로 제적이 되었다가다시 재입학을 한다면사실상 입학금 80만원만 내는 것 이외에는복학이 되는 것이나 다름 없는 것인가요?학년과 이수한 학기들 이런 것들은 다 그대로인가요?,1,94102565,2019-11-14 1:30,0,1
893,익명,안녕하세요 조교님 저는 행정학과를 부전공으로 신청하고 싶은데 부전공 신청이 따로 열리나요? 아니면 이중전공 신청할때 하는건가요? 어떻게 해야 부전공으로 할 수 있는지 설명 부탁드립니다ㅠ,0,94002495,2019-11-13 0:14,0,3
894,익명,조교님 안녕하세요현재 4-1학기까지 마치고 휴학중인 학생입니다이번 겨울에 열리는  계절학기를 신청하고 싶은데  휵학 중인데 가능할까요?꼭 4-2복학를 전제로 해야만 계절학기 들을 수 있는 건가요???((두 과목을 재수강 해야하는데 어떻게 안될까요?)),0,93998186,2019-11-12 23:38,0,1
895,익명,안녕하세요 조교님. 제가 이중전공을 영어로 하려하는데 혹시 토익이나 다른 자격요건은 없나요?? 오로지 학점만 보는건가요?? 감사합니다!,0,93940889,2019-11-12 11:53,0,1
896,익명,안녕하세요 조교님 혹시 전과 신청 언제 받는지 알 수 있을까요,0,93937218,2019-11-12 11:00,0,1
897,익명,안녕하세요 조교님 이번에 처음으로 계절학기 신청해보려는 현재 휴학생입니다.휴학생이 계절학기로 재수강을 들으면 직전학기의 성적으로 반영 가능한가요? 직전학기의 성적이 안 좋아서 올리고 싶어서요ㅠㅠ 공지에는 20년도 1학기 성적으로 반영이 된다고 그래서 궁금해서 여쭤봅니다.,0,93936258,2019-11-12 10:46,0,2
898,익명,조교님 안녕하세요국제교류캘린더에 1월7일에 6차 기관토플 시행한다고 적혀있는데 언제신청할수있나요?,0,93934189,2019-11-12 10:11,0,1
899,익명,"안녕하세요 조교님! 제가 9학기인데 졸업논문을 아직 안냈어요. 내년에낼거같고 실용영어 대체로 플렉스 이번11월에 쳤는데 혹시 통과못하면 내년1학기 휴학계를 내야하는건가요? 그리고 조기취업으로 재직증명서, 4대보험 가입서류를 내야하는데 아직 연수원들어가기전인데 낼수없지않나요?ㅜ0ㅜ",0,93925176,2019-11-12 2:56,0,3
900,익명,조교님!안녕하세요!항상 감사합니다!! 해당 학년의 담당/지도 교수님이 누구신지 어디서 확인할 수 있을까요..?ㅠㅠ,0,93919664,2019-11-12 1:20,0,1
901,익명,"조교님 고생이많으십니다 다름이아니라 이중전공하면 학사가 두개나오고 학사마다 따로 학점성적이 나오나요?? ex) 경영 ,이중으로 경제 라면 경영 3.8 , 경제3.2 이런식으로 두개성적이 따로나오나요??",0,93874054,2019-11-11 16:33,0,1
902,익명,조교님 안녕하세요.1학년 끝나고 이중을 신청하고 군대를 갔다왔습니다.이중은 합격해있고요. 2020 1학기에 복학예정인데 혹시 그 전에 이중전공 변경이 가능한가요?,0,93852686,2019-11-11 11:16,0,4
903,익명,조교님!! 항상 수고많으십니다!!다름 아니라 제가 1학기때 재수강이었던 핵인기를 이번 2학기때 다시 듣는데요 이중전공 신청할 때는 재수강과목의 2학기때 받은 성적이 반영되는 건가요?,0,93851952,2019-11-11 11:04,0,2
904,익명,"조교님 안녕하세요, 경영학과의 이중 신청 요건이 학점 3.0 이상인 것으로 아는데 이는 어느 때를 기준으로 책정되는 것인가요??",0,93842398,2019-11-11 4:59,0,1
905,익명,"조교님 내년 1학기 수강신청 일정 관련해서 문의사항이 있습니다. 2/3~2/7라고 되어있는데 그럼 이번에도 예년처럼 4, 3, 2, 1학년 순으로 진행되는건가요? 그럼 20학번은 2/6에 수강신청하게되는거죠??",0,93797443,2019-11-10 19:07,0,4
906,익명,조교님 실용영어 대체 플렉스 관련해서 여쭙습니다4-2학기이고 이번 11월 정기 플렉스를 처음으로 치루었습니다. 혹시라도 점수가 충분치 않을경우 ibt플렉스 상시시험을 치뤄 대체할수있나요?그리고 된다면 시험결과가 29일에 나오게 되어 12월 ibt상시시험을 봐야할텐데 결과가 언제나올지 몰라서 불안합니다. 플렉스 점수같은 경우는 필히 학기중에 제출해야 인정된다고 알고있는데 이것이 성적정정기간을 포함한것인가요? 그리고 ibt플렉스는 시험결과가 보통 언제 나오나요?,1,93771698,2019-11-10 12:41,0,8
907,익명,"조교님, 안녕하세요.군 복무 시 학점을 인정하는 제도가 있다고 들었는데, 우리 학교에서 군 복무 시 학점을 인정받는 방법이 어떤 것들이 있나요?",0,93762298,2019-11-10 6:16,0,2
908,익명,안녕하세요 학점인장 관련하여 질문이 있습니다.현재3학년2학기까지 마친 상태인데1전공 3학점 이중전공 19학점 자선 6학점이 남은 상황입니다.그런데 이중전공일 경우 한 과목당 1학점이었던 과목이 2학점으로 바뀌면서 1학점 과목이 사라진 상태입니다.그렇다면 제가 이중전공 수업을 20학점을 듣게 된다면 1학점은 자선으로 따로 인정이 되서 자선을 5학점만 들으면 되는 것인지 아니면 자선6학점과 이중 20학점을 다 이수해야되는 것인지 궁금합니다.,1,93715437,2019-11-09 17:03,0,1
909,익명,안녕하세요 조교님! 일학년을 다 마치고 1년 휴학중인 학생입니다. 담학기에 2학년 1학기로 복학을 하는데 아직 이중을 정하지 않았어요. 2학년 2학기에 이중으로 경영을 신청하려고 하는데 2학년 1학기에 이중 경영이 되기 전에 경영과목을 신청해서 수업을 들으면 이중 경영이 된 후에 경영학점으로 들어가는 것인가요? 감사합니다!,0,93703660,2019-11-09 13:40,0,1
910,익명,안녕하십니까 조교님 재수강 관련하여 질문이 있습니다..재수강한 과목을 또 f받았을 경우또 재수강하면 되는건가요?재수강 학점은 많이 남았습니다,0,93684574,2019-11-09 1:58,0,1
911,익명,안녕하세요 조교님!제가 이번달에 전역해서 내년 1학기 복학 예정인데요 군복학은 신청기간이 따로있다고 얼핏들은거 같은데 맞나요..? 맞으면 혹시 시기가 어느때인지도 알 수 있을까요!,0,93680851,2019-11-09 1:06,0,1
912,익명,안녕하세요 조교님!브릭스 융합 전공 신청은 일년에 한번만 가능하다는데 사실인가요?!ㅠ,0,93621476,2019-11-08 11:21,0,1
913,익명,안녕하세요 조교님~혹시 외국어인증을 대체할 수 있는 제도가외연평 수강 외에는 없을까요~?,0,93615368,2019-11-08 9:09,0,1
914,익명,제적 기준이 어떻게 되나요?1.75 이하 4번이라고 수강편람에는 나와있는데 1.5이하면 3번이라고 어디서 본것 같아서요,0,93614677,2019-11-08 8:46,0,2
915,익명,"안녕하세요 조교님! 부전공 관련해서 궁금한 점이 있어서 글 남깁니다. 혹시 저는 국제학부 1학년입니다. 혹시 2학년 때 제가 ELLT를 부전공으로 선택하지 않고 ELLT전공과목을 자선으로 들으면, 나중에 제가 ELLT를 부전공으로 선택했을 때 이게 부전공학점으로 인정이 되나요?저는 2학년 때는 국제학 전공심화만 들으면서 부전공 뭐할지 고민할 예정입니다. ELLT외에도 여러 다른 전공 수업도 들어볼 예정이구요.",0,93582849,2019-11-07 21:43,0,2
916,익명,안녕하세요.저는 편입생이었고 학점 이수는 다 했는데 학과 요구사항인 졸업시험을 통과하지 못해서 올해초에 등록학기가 초과되었다며 제적을 당했습니다. 지금 재입학을 알아보고 있는데 재입학을 하게 되면 제적전에 들었던 수업과 학점들이 리셋이 되는건가요?아니면 제적전처럼 졸업시험만 통과하면 졸업을 할 수 있을까요??,0,93580218,2019-11-07 21:14,0,2
