내용,댓글,댓글쓴이,대댓글여부,id
"안녕하세요 조교님 더운데 고생이 많으십니다!전 지금 막학기만 남겨둔 상태이고 현재 1전공 어문(지역전문가)+경영 부전공을 하고 있는데요. 경영을 이중으로 올리려고 했는데 진로를 바꿔서 굳이 이중으로 올릴 필요가 없어졌습니다. 그래서 부전으로 졸업하고자 하는데 지역전문가 과정을 취소하고 어문+경영 부전공으로도 졸업이 가능한지 여쭤보고 싶어서 글 남겼습니다. 전공심화+부전공 조합이면 전공을 70학점 넘게 들어야 하다가, 작년인가?에 바뀌어서 자선으로 졸업학점만 채우면 되는 걸로 알고 있는데 맞나요?ㅠㅠ","['학생이 지역전문가를 취소하면 전공+부전공 학점을 충족해야 졸업할 수 있는데 이걸 재학중에 모두 이수할 수 있는지 확인바랍니다 단과대에 따라서, 학번에 따라서, 또는 전공심화 여부에 따라서 졸업학점이 상이하니 이건 수강편람에서 학생의 조건에 맞는 졸업배분표를 찾아봐야 합니다', '감사합니다 조교님:)']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131965605
"안녕하세요 조교님글캠 1전공이고 설캠 사회과학대에 이중전공하고 있는데 글캠이랑 설캠 외국어인증 요건이 다르더라구요(토익 글캠은 700, 설캠은 710)토익 700점 있는데 그냥 이것만 내도 졸업할 수 있나요 아님 설캠 이중전공까지 졸업하려면 토익 다시 봐야하나요?",['졸업인증은 소속캠퍼스 기준입니다'],['에타조교'],['parent'],131923042
이번 학기에 졸업인데 지금 계절(재수강)을 듣고있는데졸업 요건 중 외국어인증은 언제까지 제출하면 되나요?,['졸업사정회의가 8월 초에 있으니 그 전까지는 마무리해야 합니다 학종지 졸업담당자에게 미리 문의하셔서 제출일자를 조율하시길 바랍니다'],['에타조교'],['parent'],131896231
"안녕하세요 조교님! 더운 여름 고생이 많으십니다!☺️☺️다름이 아니라 이중전공을 타과 부전공으로 바꾸는 것에 대해 두 기지 의문점이 생겨서 글을 쓰게 되었습니다! 1. 제가 이제 4학년이고 현재는 문화콘텐츠학을 이중전공하고 있는데, 이것을 국가리더 부전공으로 바꾸고 싶습니다. 그러면 이중전공변경신청을 한 후에 부전공신청을 따로 해야하는 것인가요?? 아니면 부전공신청을 하게 되면 자동으로 이중전공은 사라지는 것인가요?2. 만일 문화콘텐츠 이중전공을 국가리더 부전공으로 바꾸기 전에 자선으로 국가리더 내의 과목을 수강한다면 차후에 국가리더 부전공으로 바꾸었을때 자동으로 부전공학점으로 바뀌는 것인가요? 그리고 제가 들었던 문화콘텐츠 학점은 자선으로 바뀌는것인가요? 답변 기다리겠습니다. 감사합니다!","['1. 부전공을 신청해서 배정받으면 기존의 이중은 자동으로 취소됩니다 2. 네 그렇게 바뀝니다 간혹 종정시 상으로 안 바뀌는 경우가 있는데 그 때는 학종지에 이수구분변경신청을 하시면 바꿔줍니다', '그렇군요!! 조교님 답변 감사합니다 ☺️☺️☺️☺️☺️']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131886787
"안녕하세요 조교님, 항상 고생이 많으십니다!제가 졸업학점계산을 잘못해서 2학점이 남았는데 2019년 2학기까지 등록하여 다니고 2020년 1학기는 일반휴학을 한 상태입니다. 제가 2학점을 겨울계절로 수강해서 채우는 것이 가능한가요..??",['휴학생이 계절학기를 이수할 경우 그 다음학기에 무조건 복학을 해야 학점이 인정됩니다 즉 휴학 중인 상태에선 계절만 듣고 졸업할 수는 없습니다'],['에타조교'],['parent'],131805538
조교님 안녕하세요 저는 13학번이고 이전에 실용외국어1을 수강했고 현재 실용외국어2는 수강하지않았는데 제가 알기로는 13학번까지는 플렉스 성적으로 실용외국어 4학점이 대체되는걸로 알고 있는데 이 경우에도 해당이 되나요?,['돼요'],['익명1'],['parent'],131759735
5-1학기 규정은 어디에 있나요?졸업학점 다 이수하고 들어도 되나요?재수강 학점이 남았을 경우 등?,['8학기 이상 재학생이 졸업학점을 다 이수하게되면 수료생(졸업대기)가 되어서 추가학기 이수가 불가능해집니다 따라서 졸업필수학점이 1학점이라도 남아야 계속 재학생 신분이 유지되어 추가학기 이수가 가능합니다 재수강 같은 경우는 졸업필수가 아니므로 해당되지 않습니다'],['에타조교'],['parent'],131759653
"안녕하세요 조교님! 날이 더운데 수고가 많으십니다. 1. 국내대학 학점교류 성적처리 방법에 대해 알고 싶습니다. 따로 제출해야하는 서류나 기간이 정해져 있나요??2. 공지의 학점인정란에서 [교류대학에서 이수한 교과목은 우리대학의 교육과정 교과목을 취득한 것으로 인정함을 원칙으로 하며, 장학생 선발 등에 관한 학점인정 및 평점계산에는 삽입하지 아니함] 이 항목은 장학생 선발과 같은 특수한 상황에서만 평점계산이나 학점인정으로 들어가지 않는다는 건가요??3. 공지의 학점인정란에서 [교류대학에서 이수한 학점의 성적(백분율 기준)은 우리 대학의 성적산출 방식에 따라 환산함] 여기에서 백분율 기준은 어디서 확인할 수 있을까요??","['답변해주시면 감사하겠습니다.', '1. 국내대학 학점교류는 사전에 학점을 인정받고자 하는 전공학과 또는 교양대학에 수학계획서, 학점인정원 등의 서류를 제출해 승인받은 후 학종지에 내야합니다 그리고 수학을 마친 후에 최종승인을 받아야 하는데 서류 및 절차, 기간은 매학기 국내대학 학점교류 신청공지에 안내되니 학사공지를 확인바랍니다', '2. 학점 및 평점 자체는 본교에서 이수한 학점과 똑같이 인정되지만 장학생 선발 심사에선 제외한다는 뜻입니다', '3. 본교의 평점은 4.5가 기준이지만 각 대학마다 4.3, 4.0인 경우도 있습니다 이 때는 해당학교의 평점 백분율을 본교에 대응해 계산합니다 해당 학교의 평점이 4.0 만점이라면 본교는 4.5로 계산하는 식이죠', '그렇다면 4.5 기준을 적용하는 학교에서 학점교류를 했다면 해당 학교에서 받은 성적이 그대로 입력되는 건가요??', '그렇습니다', '답변 감사합니다 조교님! 좋은 하루 보내세요~']","['익명(글쓴이)', '에타조교', '에타조교', '에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'parent', 'parent', 'child', 'child', 'child']",131697568
현재 서울캠경영 부전공하고있는데 글로벌캠 국제금융으로 부전공을 변경하고싶습니다부전공변경기간이 따로있나요? 아님 취소하고 다시 신청해야하나요? 기간은 언제인지 궁금합니다,['1. 부전공 신청기간에 새로운 부전을 신청해서 배정받으면 기존의 부전은 자동으로 취소됩니다 즉 따로 취소할 필요 없습니다 2. 부전공 신청 및 취소기간은 1월과 7월에 학사공지를 통해 안내됩니다 조만간 공지되지 않을까 싶습니다'],['에타조교'],['parent'],131673704
안녕하세요 조교님!!항상 수고많으십니다!!제가 19-2학기부터 20-1학기까지 1년 휴학을 하고 다음학기부터 복학을 할 예정인데요. 사진처럼 종합정보시스템 이수중인 전공에 1전공과 이중전공이 표시되지 않아서요!! 휴학중이라 그런 것인가요?? 아니면 학교측에 문의를 해봐야 할까요??ㅠㅠ 답변 부탁드립니다!,"['휴학중이라도 종합정보시스템의 이수중인 전공은 확인가능합니다 며칠 전에 이중전공 및 후기이중 배정 확정이 됐는데 시스템 상의 행정처리 때문에 잠시 안떴을 수 있습니다 다시 확인해보시길 바랍니다', '답변 감사합니다!! 그런데 여전히 아무것도 뜨질않아서요ㅠ 학종지에 문의해봐야 할까요??', '지금도 뜨지 않는다면 문의해보시는게 좋을듯 합니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",131671893
"안녕하세요 조교님.고생이 너무 많으세요 ㅜㅜ...1. 군휴학중입니다. 21-1 복학 예정인데 20 겨울계절학기를 듣고자 합니다. 이 경우, 절차가 어떻게 되나요? 수강신청 -> 복학신청 순으로 일반 복학과 동일하게 수강신청 먼저해도 되나요? 계절학기 들을 때에는 이미 민간인입니다. 2. 사범대 학생이라 교육봉사를 하려고 하는데 군휴학 중에는 인정되지 않는데, 일반휴학으로 전역하자마자 따로 변경이 가능한가요? 전역예정증명서만 제출하면 제 전역일 이후로는 일반휴학으로 취급받을 수 있나요?","['앗 수정이 안되네요 ㅜㅜ 3. 교양외국어 1을 재수강하고자 하는데 교양스페인어를 원래 들었다가 이번에 교양일본어로 재수강할 시에 일반 재수강처럼 스페인어 학점은 사라지나요? 감사합니다!', '1. 복학 전 휴학생 신분으로도 계절학기 신청 및 수강은 가능합니다 단 그 다음학기에 무조건 복학을 해야 계절학기 학점이 인정됩니다', '2. 휴학은 학기단위로 인정됩니다 만일 학생의 군휴학이 20-2학기까지라면 일반휴학 신청은 그 다음학기인 21-1학기부터 적용됩니다 따라서 교육봉사 관련 사안은 학종지 사범대/교직 담당자에게 문의해보시는게 좋을 듯 합니다', '3. 교양외국어는 동일과목(동일언어)로만 재수강이 가능합니다 타 언어끼리는 서로 다른 과목으로 분류되기 때문에 교양일본어를 들으셔도 기존의 교양스페인어 학점, 성적은 변동없습니다 4. 군생활 잘 마무리하고 복학하시길 바랍니다^^']","['익명(글쓴이)', '에타조교', '에타조교', '에타조교']","['parent', 'parent', 'parent', 'parent']",131660170
안녕하세요 조교님제가 만약 본전공 학점을 다 채우고 수업을 들으면자선으로 넘어가는 건가요?,"['영역별 이수학점을 초과해서 들어도 전공, 교양 등은 그대로 인정됩니다']",['에타조교'],['parent'],131660097
안녕하세요 조교님제가 이번에 C이중을 신청했는데 떨어져서 기존 A이중에서 B부전으로 내린다음 11월초에 다시 C이중을 신청해서 듣고 싶은데 가능할까요?,['이중전공 신청은 현재 학생이 이수중인 부전공과는 무관하게 신청할 수 있습니다'],['에타조교'],['parent'],131572897
안녕하세요 조교님! 최근 이중전공 변경신청에서 (본 부전공 경영) 떨어져서 그대로 부전공 경영이 되었습니다. 혹시 이번 방학 기간에 부전공 변경신청 기간이 따로 있는지 여쭤보고 싶습니다!,['1월과 7월에 학교홈피 학사공지를 통해 부전공 신청기간 공지가 뜹니다 아마 이번달 중에 뜰겁니다'],['에타조교'],['parent'],131556980
"안녕하세요 조교님.타과 전공 수업 수강신청 가능 여부에 대해서 여쭙니다.현재 서양어대 3학년 재학 중인데,영어대 전공수업을 자선으로라도 들을 수 있는지 궁금해서 글 남깁니다. 비고란에 따로 ""타과 학생 수강 금지""가 없는 이상 들을 수는 있는 건가요?감사합니다!😊","[""해당학과에서 따로 전공제한을 두지 않는다면 들을 수 있습니다 일반적으로 '타과생 수강금지', 'XX전공 신청 금지' 등 비고란에 따로 안내된게 없으면 타과생도 수강할 수 있다는 뜻입니다"", '감사합니다 조교님!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131556055
"안녕하세요, 조교님현재 이중전공과 부전공 모두 신청하지 않은 상태고, 앞으로도 이중, 부전 신청없이 단일전공(전공심화)만 할 예정입니다. 혹시 이 경우에 따로 신청을 해야 할까요? 종정시에 따로 단일전공 신청 부분이 없고, 신청한 이중과 부전 같이 취소할 전공도 없어서 여쭤봅니다!",['따로 신청할 필요없습니다'],['에타조교'],['parent'],131492351
"안녕하세요 조교님!현재 전공+부전공으로 수강 중인데, 전공심화로 올릴 생각입니다!그래서 미리 전공학점을 많이 받아두고있는데혹시 전공심화가 아닌 상태에서 전공을 더 들으면 자선으로 처리가 되나요?(이미 전공 54학점을 채운 상태에서 수업을 더 들은 경우) 그런 상태에서 전공심화를 신청하면 자선에서 다시 전공으로 학점을 넘길 수 있나요ㅜㅜ?전공심화 신청을 하지 않은 상태에서 전공을 더 들으면 어떻게 되는지 궁금합니다.전공심화 신청을 계속 미루고 무작정 전공 수업만 수강해서 이런 문제가 생겼네요... 답변 기다리고 있겠습니다 ㅜㅜ날이 많이 더운데 더위 조심하세요! 감사합니다!","['영역별 이수학점을 초과해서 전공을 들어도 똑같이 전공학점으로 인정됩니다 단지 필요 이상으로 들으면 졸업학점을 채우는데 별 도움이 안될 뿐이죠 이 때 전공심화로 돌리면 그 동안 초과해서 들은 학점도 인정되니 그대로 들으시면 됩니다', '정말 다행이네요! 답변 감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131437852
"안녕하세요 조교님! 제가 이번 계절학기로 재수강 교양 두 과목을 듣고 있는데요, 그 중 한 과목을 재수강 아닌 것으로 바꾸는 것이 가능한지 궁금합니다!!",['동일과목으로 재수강하는 것이라면 바꿀 수 없습니다 재수강 연결로 듣는 경우라면 연결기간에 연결하지 않으면 자동으로 초수강 처리됩니다'],['에타조교'],['parent'],131378338
"안녕하세요 조교님 더운데 고생많으십니다.다름이 아니라 졸업학점에 대해 질문이 있습니다.제가 국제지역대학 16학번+ 전공+ 이중전공이라서전공 54 + 이중전공 42+ 교양 32 + 6학점총 134학점을 이수해야 하는데이중전공과 교양은 딱 맞추어 학점을 들었고전공은 73학점을 들어서 꼭 들어야하는 학점보다 많이 들었습니다.위에 졸업시에 필요한 총 학점이 되기위해서는 어디서든 6학점을 들어야하는데, 혹시 이 6학점을 초과된 전공학점으로도 채울 수 있는건가요?(꼭 자선이나 교양을 안들어도)갑자기 혼란이 와서 답변 부탁드립니다..감사합니다!","['각 영역별 최소이수학점 이외에 자선학점은 무엇으로 채우든지 상관없습니다 전공 10, 자선 10이 남았다면 전공 20, 자선 0이어도 졸업됩니다', '넵넵 감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'parent']",131360157
"현재 이중전공을 스페인어학과로 하고 있는 본전공 영어대인 19학번 학생입니다.1학년 때 교양프랑스어1과 교양프랑스어2를 수강했는데, 2학기 수업 성적이 잘 나오지 않아서 재수강을 하려고 합니다.이 경우 교양스페인어2 를 재수강으로 들어서, 성적을 교체할 수 있는지 궁금합니다.",['교양외국어는 같은 언어(동일과목)으로만 재수강할 수 있습니다'],['에타조교'],['parent'],131352559
"안녕하세요 조교님!항상 질문들에 자세히 또 친절히 대답해주셔서 감사합니다.제가 여쭤보고 싶은 건 현장실습 인정학점에 관한 것인데요.찾아보니 코트라 현장실습의 경우 전공/이중전공/부전공/교양 중 최대 2개를 선택하여 15학점까지 인정이 가능한 것으로 알고 있습니다.여기서 궁금한점이 자선의 경우는 어떻게 처리할 수 있는건가요?이중전공기준 1전공 54학점 이중 42학점 교양 32학점 자선 6학점 기준으로 현장실습 신청시 1전공 6학점 이중전공 9학점을 신청했다고 가정했을 때, 1전공 54학점 이중 42학점을 초과한 경우 자동으로 자선 6학점을 충족했다고 봐도 될까요?(수강편람에서는 정규수업의 경우 자선은 아무렇게나 초과해서 들으면 충족되는 것으로 알고 있습니다.)아니면 정확하게 이중전공 9학점 자선 6학점 이런식으로 정확하게 해야 인정이 되는건가요?질문이 길어서 죄송합니다.감사합니다 :)","['자선은 각 영역별 이수학점을 초과해서 채워도 됩니다 예를 들어 전공10, 자선10을 들어야한다면 전공20, 자선0이어도 졸업됩니다', '감사합니다 조교님!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131333975
"안녕하세요, 조교님!부전공 이중전공 이준전공변경에 대해 궁금한 점이 있어 글을 남겨요만약 2020-1학기 부전공신청 기간에 경영을 신청했다면2020-2학기엔 이 부전공을 이중전공으로 변경할 수 있는 것으로 알고 있습니다.이 경우, 이중전공 신청은 못하는 건가요?아니면 이중전공으로 올리는 것도 가능하고이중전공 신청 즉, 1지망과 2지망 선택하여 신청하는 것도 가능한건가요?","['1. 부전공 신청과 이중전공 신청은 서로 별개입니다 부전 여부와 상관없이 과거 이중전공 변경이력이 없다면 신청가능합니다 2. 1학년 때의 이중전공 신청과 달리 2학년 이후 변경신청은 1지망만 가능합니다', '이중전공 신청과 이중전공 변경신청도 별개라는 말씀 맞죠?', '네 이중전공 신청은 1학년 2학기 재학생 및 편입생이 대상이고 변경신청은 2~4학년 재학생이 대상입니다 즉 서로 다릅니다', '만약 2학년이 되어서 이중전공을 신청하려고해도 그것은 이중변경으로만 가능하다는 것인가요??ㅠㅠ', '그렇습니다 1학년 때의 신청은 딱 한번 뿐입니다 신청하지 않았어도 해당기회는 자동으로 소멸됩니다']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child', 'child', 'child']",131333054
안녕하세요 조교님! 항상 답변해주셔서 감사합니다.1학기 한학기만 휴학하고 2학기에 복학하려고 합니다. 이 경우에는 수강신청을 먼저하고 복학신청이 가능한지 아니면 복학신청을 먼저 해야 수강신청이 가능한건지 여쭙고싶습니다.,"['휴복학 여부와 상관없이 수강신청 자체는 제한없이 할 수 있습니다 신청 후 복학하시면 됩니다', '감사합니다.']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131305127
안녕하세요 조교님:)항상 수고가 많으세요!ㅠㅠㅠ제가 저번에 전공심화랑 부전공(gbt)를 신청했다가 다른 과 이중전공으로 바꾸고 싶어서 요번 1학기때이중전공을 신청했었는데요... 어제 확인해보니깐 떨어졌어요...이번 1학기때에 바꾸려고 했던 이중전공 과목 강의를들었는데요...이수구분에 자유선택으로 되어있는데 나중에 부전공 변경기간에 신청하면 자유선택에수 부전공 과목으로 바뀌는 건가요??ㅠㅠㅠㅠ그리고 이번에 이중전공 떨어져서 나중에 다시 신청하려고 하는데 그전에 미리 전공심화+부전공(이중전공으로하고싶은과)로 바꾸고 이중전공 변경기간에 이중전공으로 신청해도 되는건가요??감사합니다!ㅠㅠㅠ(글을좀이리저리쓴것같은데...죄송합니다😅),['1. 자선으로 들은 전공수업을 추후에 이중 또는 부전으로 배정받으면 해당 전공학점으로 인정받을 수 있습니다 2. 부전으로 신청해서 듣다가 나중에 이중으로 올리셔도 됩니다'],['에타조교'],['parent'],131301615
조교님 안녕하세요! 이런 질문 정말 많이 받으셨을 것 같아 죄송스럽지만 한가지만 여쭈고 싶습니다! 학과별 이중전공 조건과 신청 가능 학점 컷 등을 알고 싶은데 학교 홈페이지에서 찾지 못해 여쭙습니다.  어디에서 관련 정보를 알 수 있을까요?,"['매학기마다 이중전공 신청 공지에 각 전공별 지원조건, 잔여여석, 기타사항이 엑셀로 첨부됩니다 학교 홈피 학사공지에서 이중으로 검색하시면 지난 공지들을 찾을 수 있으니 참고바랍니다', '감사합니다! 학점 컷은 알 수 없나요?', '학점컷은 일부 학과에서 지원자격으로 정한 기준 외엔 공식적으로 공개되지 않습니다', '감사합니다!']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",131292839
안녕하세요. 고생 많으십니다. 해외 현장실습을 통해 받는 교양 학점을이전 F를 받은 과목의 재수강으로 연결할 수 있나요?,"['본교에서 이수한 학점은 국내외교류학점(해외연수, 인턴)으로 재수강할 수 없습니다 반대의 경우도 마찬가지입니다']",['에타조교'],['parent'],131229166
"안녕하세요? 질문이 있습니다. F 학점은 이수 학점으로 인정이 되지 않는 것으로 알고 있습니다.제가 ㅇㅇ과목(2학점)이 F이고 졸업 학점인 134학점을 충족했을 경우 바로 직후 계절 학기에 ㅇㅇ과목을 재수강 할 수 있는지, 만약 된다면 전체 이수 학점이 어떻게 되는지 궁금합니다.항상 감사합니다.","['막학기에 졸업학점을 다 채워도 바로 그 다음 계절까지는 이수 가능합니다 계절도 막학기로 산입되거든요 이럴 경우 총이수학점은 전체학기 134학점 + 마지막 계절 재수강 2학점이 포함되어 총 136학점이 됩니다', '네 감사합니다 조교님!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131224997
"조교님, 안녕하세요? 날씨가 많이 더운데 건강히 잘 지내고 계신가요?다름이 아니라 전공 교류 교과목 강의에 대해서 여쭙고 싶습니다. 정치외교학 전공 학점을 채우기 위해서 행정학과의 교류 교과목인 행정학개론을 계절학기로 수강하고 있는데, 이 경우에 따로 전공학점으로 변경하는 신청을 해야할까요? 아니면 따로 신청하지 않아도 전공학점으로 인정되는지가 궁금합니다.항상 감사드립니다. 오늘도 좋은 하루 보내시기를 바랍니다.",['현재 학생은 행정학을 전공하고 있지 않기 때문에 해당 전공 수업을 들을 시 자선학점으로 분류됩니다 다만 해당 수업이 현재 학생이 전공중인 정외과와 교류가 되기 때문에 이수구분변경신청을 해서 전공학점으로 돌릴 수 있습니다 학점 취득 후 학종지 소속 단과대 담당자에게 신청하시길 바랍니다'],['에타조교'],['parent'],131156523
"안녕하세요 조교님!2020-1학기를 기준으로 7학기까지 마친 4학년입니다. 현재 마지막 한 학기를 남겨둔 상황에서 2학기에 현장실습을 가게 되었습니다.전공심화 졸업 기준 134학점에서 125학점을 들었으며, 9학점만 남은 상황입니다.하지만 제가 미네르바2를 재수강 하고 싶은데, 2학기 현장 실습과 동시에 수강신청을 할 수 없다고 들었습니다.그러면 제가 미네르바2를 재수강 할 수 있는 방법은 1학점을 남기고 겨울 계절학기 밖에 없는 건가요??읽어주셔서 감사합니다 :) 시간되실때 답변부탁드립니다!","['혹시 1학점을 남기는 대신 영어 성적을 제출하지 않고 계절학기로 미네르바2를 듣는 방법도 가능한가요?', '질문글을 봐선 8학기에 현장실습을 하는 것으로 보이는데 혹시 추가학기 이수가 확정된건지요? 그게 아니면 막학기 현장실습은 승인이 안되거든요 일단 그걸 알아야 정확한 답변을 할 수 있을듯 합니다', '혹시 막학기에 현장실습 승인이 안된다는 항목은 어디에 있는지 알 수 있을까요?? 수강 편람엔 없던데..', '코트라 등 대부분의 인턴 프로그램들은 막학기 인턴을 허용하지 않습니다 졸업필수학점이 남는 경우 추가학기 이수를 조건으로 허용하는데 인턴 프로그램 지원하실때 공지나 아니면 따로 안내를 받으신건 없나요?', '인턴쉽 운영 규정 학칙 상 마지막 학기 재학생은 졸업사정 전에 학점인정을 받아야 하는데 규정대로 처리하기가 빠듯해서 보통은 막학기를 허용안하거든요 물론 예외인 프로그램도 있긴 합니다', '저는 허용되는 인턴 프로그램인 것 같습니다. 그런 조건사항없이 이미 인턴이 확정된 상태입니다.', '그렇다면 8학기 졸업을 전제로 말씀드리겠습니다 아시다시피 인턴 기간 중에는 정규학기, 계절학기, 기타 프로그램을 통한 학점취득이 불가능합니다 따라서 미네르바2를 재수강하기 위해선 인턴기간이 겨울계절학기 전에 끝나서 기간이 겹치지 않아야하고 인턴 이후 해당 겨울계절로 들어야합니다 그래야 8학기로 산입되서 그걸 끝으로 졸업이 되거든요', '졸업영어인증의 경우 인증과 상관없이 8학기 인턴을 마지막으로 졸업학점을 다 채우게되면 수료생(졸업대기)가 되면서 신규 수강이 불가능해집니다 따라서 위의 방법밖엔 없는데 인턴 종료기간이 정확하게 언제까지인지 확인하시고 겨울계절을 신청하시길 바랍니다', '아네!! 그러면 남은 9학점에서 최소 학점을 남기고 계절학기 기간과 인턴기간이 겹치지 않는지 확인하고 계절학기로 재수강하는 방법이 유일하네요..😱', '감사합니다!!!😅😊', '네 그 방법밖엔 없습니다 안 그러면 미네르바2가 개설되는 내년 2학기까지 기다려야되거든요 졸업 잘 마무리 하시길 바랍니다', '최소학점은 남길 필요 없습니다 졸업학점을 다 채웠는지 확인하는건 겨울계절 이후에 졸업사정 때거든요 즉 그 전엔 상관없습니다', '아넵!! 마지막까지 감사합니다!!']","['익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교', '에타조교', '익명(글쓴이)', '에타조교', '에타조교', '익명(글쓴이)', '익명(글쓴이)', '에타조교', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child', 'child', 'child', 'child', 'child', 'child', 'child', 'child', 'child', 'child', 'child']",131156194
안녕하세요 조교님!성적 장학금은 따로 신청하지 않아도 자동으로 신청되는건가요?혹시 신청을 해야된다면 종정시 어느 부분을 들어가서 신청해야 되는지 알려주세요ㅜㅜ!항상 수고가 많으십니다!,['예전에는 별도로 성적장학금을 신청해야 했었지만 지금은 해당학기 재학생 모두 자동으로 선발리스트에 올라갑니다 다만 학과에 따라 별도의 신청서를 받는 경우도 있으니 이건 학과에 문의해보시길 바랍니다'],['에타조교'],['parent'],131118488
조교님 안녕하세요! 궁금한것이 있어 문의드립니다! 제가 한국장학재단에서 인문100년장학을 수혜받고 있는데 이 기준에 외국어 연수평가원에서 들었던 인정학점2학점이 포함 되어 넘어가는지  알려주실수 있으신가요?학교종정시 성적표에는 계절학기처럼 정규학기에 합산하여 나오긴하는데 외대에서 나온성적과 한국장학재단에 전화해서 물어본 성적이 0.1점정도 달라서요ㅠㅠ,"['외국어 연수평가원에서 이수한 학점도 정규학기에 산입됩니다 평점이 0.1 차이나는건 외대식 성적 환산과 장학재단의 성적 환산 방식이 서로 달라서 그런 것일수도 있습니다 해당 차이는 장학재단에 별도의 지침, 기준이 있는지 확인바랍니다 외부장학금 지급 기준은 학교와 상관없이 그쪽 기관이 결정하거든요', '답변 감사합니다 장학재단측에는 확인해봤는데 입력을 학교에서 하는것이라고해서 별도의기준은 없다고 하더군요... 학교측에 월요일에 문의를 해보아야겠어요 답변 감사드립니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",131025666
"안녕하세요 조교님, 제가 지금 4학년인데 지역전문과 과정을 밟고있는데요, 조건이 인문학 공통강좌(6학점), 지역학(18-24학점), 외국어 및 어문학(24-30학점) 인데, 여기서 외국어 및 어문학 과목은 어떤걸 말하는지 알려주실 수 있을까요? 지역학과목은 편람 확인해서 지역학 과목으로 18학점 채운 상태고 인문학 공통강좌도 채웠는데 외국어 및 어문학 과목은 어떻게 계산해야하는지 잘 모르겠네요 ㅠㅠ 편람을 읽어도 이해가 잘 안되서요 ㅠㅠ 답변 부탁드립니다! 감사합니다 :)","['지역전문가과정이라면 언어 전공을 하고 계실겁니다 해당 언어학과의 수업들 중에서도 어문학 과목인 문법, 회화, 독해 수업 등이 있을거고 해당 지역의 경제학, 사회학 등 지역학 과목도 있죠 학생이 채우고자 하는 외국어 관련 수업(24~30학점)은 바로 그 어문학 과목으로 채우셔야 합니다 보통은 수업명이나 또는 비고란에서 어문학 과목인지 확인할 수 있는데 만약 잘 모르시겠다면 해당학과 사무실에 문의해보시길 바랍니다']",['에타조교'],['parent'],130998089
조교님 안녕하세요 2020-1학기에 3-1학기를 마친 영통 학생입니다! 1학기 세부전공 신청기간이 끝났던데 2학기 신청기간에 세부전공 신청하면 문제가 없는 걸까요? 감사합니다!,['학부별 세부전공 선발은 학부 재량으로 결정합니다 미신청자는 추후 선발하거나 또는 임의배정을 할 수도 있으니 이건 학부에 문의하시거나 또는 학교 홈피 학사공지에 관련 공지가 있는지 확인바랍니다'],['에타조교'],['parent'],130954198
"조교님 안녕하세요!!다름이 아니라 재수강 성적 산출방법이 궁금해서 문의 드립니다. 이번 계절학기의 역시 코로나19로 절대평가로 성적을 산출하는데요, 수업에서 교수님이 지정하신 절대평가 성적 산출 기준에서는 90점 이상이 A0인데, 재수강 학생에게도 이 기준이 똑같이 적용되는 건가요?? 아니면 따로 재수강 성적 산출 기준이 있는 건가요??","['재수강생에게도 같은 기준이 적용되는지 아니면 별도의 기준을 두는지는 교수님 재량으로 결정됩니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",130951778
"안녕하세요 조교님🥺학과홈페이지 들어가서 큐앤에이랑 공지사항을 다 읽어도 모르겠어서 여쭤봅니다현재 졸시 볼 조건이 다 갖춰진상태입니다 , 2학기에 휴학을 할 예정인데 휴학한 상태에서 돌아오는 2학기에 졸업시험을 응시 할 수 있나요?  졸시는 재학중일때만 가능한건가요?",['휴학 여부와 상관없이 3학년 2학기 수료생이면 응시 가능합니다'],['에타조교'],['parent'],130934619
고생많으십니다엘디엘티학부 이중전공 특혜 이중전공 변경시에는 적용되지 않는 건가요?,"['네 1학년 신청때만 우선배정됩니다 변경신청은 적용되지 않습니다', '감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",130870361
안녕하세요 조교님계절학기를 듣는 중인데 수강신청할 때 재수강으로 체크하지 못하고 신청해버려서ㅠ재수강으로 돌리고 싶은데 방법이 없을까요?,['안타깝지만 재수강 체크를 하지 않고 신청했다면 무조건 초수강입니다'],['에타조교'],['parent'],130852367
